№ строки	Название	Адрес	Административный округ	Руководитель	Телефон	Факс	Доп. информация
108	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 90  Департамента здравоохранения города Москвы»	117186, Москва, ул. Ремизова, д.6		Кадухина Валентина Михайловна	(499) 127-2221	(499) 123-2519	с 15.09.2012г. присоединяется к «ГП № 22»
109	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 91  Департамента здравоохранения города Москвы»	105484, Москва, Сиреневый бульвар, д.71, к.3		Сеничкина Ольга Ивановна	468-1248	468-1248	с 15.09.2012г. присоединяется к «ГП № 191»
110	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 35 Департамента здравоохранения  города Москвы»	113208, Москва, ул. Чертановская, д.14а		Краюшкин Михаил Кириллович	311-3527	311-3527	С 15.09.2012г. присоединяется к «Кардиологическому диспансеру № 2»
111	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 36  Департамента здравоохранения  города Москвы»	109652, Москва, ул. Новомарьинская, д.2		Пуделев Игорь Анатольевич	(499) 722-2634		
112	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 37 Департамента здравоохранения  города Москвы»	109316, Москва, ул. Иерусалимская, д.4		Лихачева Наталья Николаевна	(495) 676-4186	(495) 676-4186	С 15.09.2012г. присоединяется к «ГП № 46»
113	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 38 Департамента здравоохранения города Москвы»	107140, Москва, ул. В. Красносельская, д.21	ЦАО	Антонов Андрей Борисович	(499) 264-3011	(499) 264-3011	С 01.09.2012г. присоединяется к МНПЦ мед. реабилитации, восстановительной и спортивной медицины
114	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 39 Департамента здравоохранения города Москвы»	125040, Москва, ул. Новая Башиловка, д.14		Сороколетов Сергей Михайлович	(495) 612-3021	(495) 612-3021	
115	МСЧ № 18 - филиал Государственного бюджетного учреждения здравоохранения города Москвы «Городская поликлиника № 39 Департамента здравоохранения города Москвы»	125040, Москва, ул. Правды, д.6/34		Рындин Геннадий Иванович	(495) 612-2009		
116	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 40  Департамента здравоохранения  города Москвы»	121352, Москва, ул. Кременчугская, д.7,к.1		Новоселов Павел Юрьевич	445-0378	443-6880	С 15.09.2012г. присоединяется к «ГП № 209»
117	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 41  Управления здравоохранения  Восточного АО города Москвы	107143, Москва, Открытое шоссе, д.24		Михеева Людмила Николаевна	(499)167-7124	(499)167-7124	С 15.09.2012г. присоединяется к «КДЦ № 2»
118	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 42 Департамента здравоохранения города Москвы»	123317, Москва, Шмитовский проезд, д.25		Артёмова Ирина Юрьевна	(499) 256-4300	(499) 256-6139	С 15.09.2012г. присоединяется к «ГП № 220»
119	Государственное бюджетное учреждение здравоохранения города Москвы «Городская специализированная поликлиника № 156 (городской медицинский центр для молодежи)   Департамента здравоохранения города Москвы»	125319, Москва, ул. Планетная ,д.37	САО	Работкин Олег Стефанович	8-499-152-8815	8-499-152-2058	с 15.09.2012г. присоединяется к «ГП № 62»
120	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 157  Департамента здравоохранения города Москвы»	127083, Москва, ул. Юннатов, д.12		Ишкова Виктория Ивановна	(495) 612-2133	(495) 613-6677	с 15.09.2012г. присоединяется к «ГП № 62»
121	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 158  Департамента здравоохранения города Москвы»	119501, Москва, ул. Веерная, д.34		Морозова Светлана Владимировна	441-7456	441-1251	с 15.09.2012г. присоединяется к  «ГП № 209»
122	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 159  Департамента здравоохранения города Москвы»	125008, Москва, 3-й Новомихалковский проезд, д.3а		Владимирова Надежда Николаевна	(499) 153-7101	(499) 153-7101	с 15.09.2012г. присоединяется к «ГП № 6»
123	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 160  Департамента здравоохранения города Москвы»	105005, Москва, Бригадирский пер., д.14		Орлова Лидия Александровна	(499) 261-0995	(499) 261-0995	с 15.09.2012г. присоединяется к «ГП № 46»
124	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 162  Департамента здравоохранения города Москвы»	121355, Москва, ул. Молодогвардейская, д.20, стр.1		Алексеев Александр Генрихович	8-499-141-3160	8-499-141-3160	с 15.09.2012г. присоединяется к «ГП № 195»,
125	Государственное  бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 163  Департамента здравоохранения города Москвы»	117216, Москва, ул. Коктебельская, д.6		Кожина Валентина Ивановна	711-1163	711-8313	с 15.09.2012г. присоединяется к «КДП № 121»
126	Государственное учреждение здравоохранения города Москвы Городская поликлиника № 164  Управления здравоохранения  Северного АО города Москвы	127434, Москва, ул. Немчинова, д.14		Смольяков Александр Дмитриевич	(499) 977-0110	(499) 977-0122	с 15.09.2012г. присоединяется к « ГП № 6»
127	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 165  Департамента здравоохранения  города Москвы»	127490, Москва, ул. Пестеля, д.6а		Анисимов Михаил Валерьевич	(499) 203-3994	(499) 203-3994	
128	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 101  Департамента здравоохранения города Москвы»	113534, Москва, ул. Чертановская, д.62,стр.1		Винокуров Владимир Геннадьевич	386-0931	386-3464	с 15.09.2012г. присоединяется к «ГП № 170»
129	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 102  Департамента здравоохранения   города Москвы»	121170, Москва, ул. Поклонная, д.8, к.3		Столярская Татьяна Яновна	8-499-249-3320	8-499-249-2669	с 15.09.2012г. присоединяется к « КДЦ № 4»
130	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 103  Департамента здравоохранения города Москвы»	109518, Москва, ул. Грайвороновская, д.18, к.1		Романов Сергей Николаевич	8-499-173-2071	8-499-173-6690	с 15.09.2012г. присоединяется к «ГП № 109»
131	Государственное  бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 104  Департамента здравоохранения  города Москвы»	109004, Москва, ул. Воронцовская, д.14/14		 Кузнецов Валерий Алексеевич	(495) 911-2167	(495) 911-2167	с 15.09.2012г. присоединяется к «ГП № 46»
132	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 105  Департамента здравоохранения  города Москвы»	127238, Москва, Лиственничная аллея, д.14		Титов Игорь Александрович	 (495) 976-1363	(495)976-1960	с 15.09.2012г. присоединяется к « ГП № 6» ,
133	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 106  Департамента здравоохранения города Москвы»	117335, Москва, ул. Вавилова , д.71		Сорокина Маргарита Леонидовна	134-5411	8-499-132-1283	 с 15.09.2012г. присоединяется к «ГП № 22»
134	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 107  Департамента здравоохранения   города Москвы»	127273, Москва, ул. Декабристов, д.24		Москалева Марина Константиновна	(499) 404-1422, (499) 907-6324	(499) 904-9990	
135	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 108  Департамента здравоохранения   города Москвы»	125445, Москва, ул. Смольная, д.53		и.о. Евтов Александр Евгеньевич	(495) 707-7740	(495) 457-3291	с 15.09.2012г. присоединяется к «МСЧ № 51»
136	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 109  Департамента здравоохранения   города Москвы»	Москва, ул. Гурьянова, дом 4, корп.3		Урюпин Алексей Алексеевич	715-7954	715-1212	
137	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 110  Департамента здравоохранения  города Москвы»	117296, Москва, Университетский проспект, д.9		Бирбасов Иван Гаврилович	938-0056	938-0056	с 15.09.2012г. присоединяется к «ГП № 11»
138	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 111 Департамента здравоохранения   города Москвы»	127254, Москва, ул. Гончарова, д.6а		Осипенко Анатолий Павлович	(495) 618-4047	(495) 619-9355	с 15.09.2012г. присоединяется к «ГП № 12»
139	Государственное  бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 112 Департамента здравоохранения города Москвы»	103104, Москва, Большая Бронная ул., д.3/5		Назаркина Валентина Александровна	 (495) 695-7187	(495) 695-7187	с 15.09.2012г. присоединяется к «ГП № 3»
140	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 113  Департамента здравоохранения   города Москвы»	123308, Москва, ул.Куусинена, д.6Б		Королёв Денис Валерьевич	(499) 195-30-71	(499) 195-3071	с 15.09.2012г. присоединяется к «ГП № 62»
141	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 114  Департамента здравоохранения города Москвы»	105318, Москва, ул. Щербаковская, д.26/30		Базунцева Гаянэ Гарниковна	8-499-369-7373	8-499-369-7373	с 15.09.2012г. присоединяется к «ГП № 64»
142	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 115  Департамента здравоохранения города Москвы»	123308, Москва, ул. Демьяна Бедного, д.8		Погорелова Людмила Григорьевна	8-499-191-5014	8-499-191-0520	
143	Государственное бюджетное учреждение здравоохранения города Москвы Городская поликлиника № 116  Департамента здравоохранения города»	107120, Москва, 3-й Сыромятнический пер., д.1	ЦАО	Шипилов Александр Владимирович.	698-5977	698-5015	с 01.09.2012г. присоединяется к МНПЦ мед. реабилитации, восстановительной и спортивной медицины
144	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 117 Департамента здравоохранения города Москвы»	119270, Москва, Фрунзенская набережная , д.38/1		и.о. Черниенко Елена Васильевна	(499) 242-2779	(499) 242-2779	с 15.09.2012г. присоединяется к «ГП № 68»
145	Государственное  бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 118  Департамента здравоохранения  города Москвы»	119454, Москва, проспект Вернадского, д.30		Одарюк Оксана Анатольевна	431-1985	431-1985	с 15.09.2012г. присоединяется к «ГП № 8»
146	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 119  Департамента здравоохранения  города Москвы»	115404, Москва, ул. Ряжская,д.13		Гончарова Наталья Георгиевна	326-01-66	326-0166	с 15.09.2012г. присоединяется к «ГП № 52»
147	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 120  Департамента здравоохранения города Москвы»	129346, Москва, 1-я Напрудная ул., д.15		Исмаилов Анвар Магомедович			с 15.09.2012г. присоединяется к «ГП № 218»
148	Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностическая поликлиника № 121  Департамента здравоохранения города Москвы»	117042, Москва, ул. Южнобутовская.д.87		Сафарян Сергей Левони	(495) 474-5436	(495) 474-5436	
149	Государственное бюджетное учреждение здравоохранения города Москвы Городская поликлиника № 122  Департамента здравоохранения   города Москвы»	107061, Москва, 2-я Пугачевская ул.,д.8		Хряпов Борис Тимофеевич	8-499-161-0039	8-499-161-0005	с 15.09.2012г. присоединяется к «ГП № 64»
150	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 124  Департамента здравоохранения  города Москвы»	119526, Москва, 26-ти Бакинских комиссаров ул., д.10, к.5		 Советкин Сергей Викторович	433-4410	433-4410	с 15.09.2012г. присоединяется к «ГП № 8»
151	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 125  Департамента здравоохранения   города Москвы»	113546, Москва, Булатниковский проезд, д.8		Федорченко Леонид Леонидович	383-9765	385-0954	с 15.09.2012г. присоединяется к «ГП № 52»
152	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 126  Департамента здравоохранения  города Москвы»	123480, Москва, бульвар Яна Райниса, д.4, кор.5		Петрова Наталья Владимировна	494-1284	494-1284	с 15.09.2012г. присоединяется к «ГП № 219»
153	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 127  Департамента здравоохранения города Москвы»	115407, Москва, ул. Затонная, д.11,кор.2		Токарева Татьяна Васильевна	8-499-614-5937	8-499-614-5937	с 15.09.2012г. присоединяется к «ГП № 67»
154	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 128 Департамента здравоохранения города Москвы»	123448, Москва, проспект маршала Жукова, д.64, кор. 1		Пирожкова Галина Юрьевна	947-6781	947-6781	с 15.09.2012г. присоединяется к «ГП № 115»
155	Государственное учреждение здравоохранения города Москвы Городская поликлиника № 129 Управления здравоохранения  Центрального АО города Москвы	 107005, Москва, ул. Ладожская, дом 4/6		Мороз Ивисталина Васильевна	(499) 263-0429	(499) 261-5675	
156	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 130  Департамента здравоохранения города Москвы»	111555, Москва, ул. Молостовых.д.7,кор.2		Бабкин Андрей Васильевич	300-4141		с 15.09.2012г. присоединяется к «ГП № 175»
157	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 131  Департамента здравоохранения города Москвы»	121108, Москва, ул. Кастанаевская, д.47		Домбровский Андрей Леонидович	8-499-144-5679	8-499-144-5679	с 15.09.2012г. присоединяется к КДЦ № 4
158	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 132  Департамента здравоохранения города Москвы»	111399, Москва, Федеративный проспект, д.17а		Капто Оксана Владимировна	302-6516	303-5074	
159	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 133  Департамента здравоохранения  города Москвы»	111020, Москва, Юрьевский пер., д.13		и.о. Проценко Алексей Николаевич	360-6768	360-6768	с 15.09.2012г. присоединяется к «ДЦ № 3»
160	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 134  Департамента здравоохранения    города Москвы»	117574, Москва, Новоясеневский проспект, д.24,кор.2		Кузнецова Надежда Александровна	422-1111	422-3577	
161	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 135  Департамента здравоохранения города Москвы»	117465, Москва, ул. Теплый Стан, д.13, кор.2		и.о. Лаптева Елена Леонидовна	338-8000	338-7144	с 15.09.2012г. присоединяется к «ГП № 134»
162	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 136  Департамента здравоохранения города Москвы»	125171, Москва, 1-я Радиаторская ул., д.5		Ковалёва Светлана Вячеславовна	(499) 150-6900	(499) 150-2656	с 15.09.2012г. присоединяется к МСЧ № 51
163	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 137  Департамента здравоохранения города Москвы»	129090, Москва, Протопоповский пер., д.19		Обрезкова Наталия Егоровна	680-2933	680-2933	с 15.09.2012г. присоединяется к «ГП № 5»
164	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 138   Департамента здравоохранения  города Москвы»	125412, Москва, ул. Ангарская, д.24		Терешин Геннадий Иванович	(499) 905-0367	(499) 905-0367	с 15.09.2012г. присоединяется к «КДЦ № 6»
165	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 139   Департамента здравоохранения   города Москвы»	123362, Москва, ул. Долгова, д.1, кор.4		Азизов Гюли Азизович	491-1459	491-3700	с 15.09.2012г. присоединяется к «ГП № 115»
166	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 140  Департамента здравоохранения города Москвы»	119330, Москва, ул. Мосфильмовская, д.29а		Кумалагова Зоя Ильинична	8-499-143-3451	8-499-143-3451	с 15.09.2012г. присоединяется к ГП № 209
167	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 141  Департамента здравоохранения города Москвы»	117623, Москва, 2-я Мелитопольская ул., д.13, кор.1		Вильковский Андрей Борисович	712-6363	712-6363	с 15.09.2012г. присоединяется к «КДП № 121»
168	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 142  Департамента здравоохранения  города Москвы»	125239, Москва, 3-й Михалковский пер., д.22		Васильева Наталья Владимировна	(499) 154-4471	(499) 154-4471	с 15.09.2012г. присоединяется к «ГП № 6»
169	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 143 Департамента здравоохранения города Москвы»	121353, Москва, ул. Беловежская, дом 45		Мамаев Владимир Александрович	446-3234	446-3234	с 15.09.2012г. присоединяется к «КДЦ № 4»
170	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 144  Департамента здравоохранения  города Москвы»	127221, Москва, ул. Полярная, дом 28		 и.о. Пантелеев Вадим Вячеславович	(495) 477-0533	(495) 477-0533	с 15.09.2012г. присоединяется к «ГП № 107»
171	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 145  Департамента здравоохранения города Москвы»	109457, Москва, ул. Федора Полетаева, д.6		Пятигорская Стелла Рахмильевна	8-499-172-1950	8-499-172-6652	с 15.09.2012г. присоединяется к «ГП № 9»
172	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 146  Департамента здравоохранения  города Москвы»	125239, Москва, Бескудниковский пер., д.5		Красильникова Ольга Ивановна	(495) 488-4355	(495) 488-4215	с 15.09.2012г. присоединяется к «КДЦ № 6»
173	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 147  Департамента здравоохранения  города Москвы»	121355, Москва, ул. Молодогвардейская, д.40, к.1		Кузнецов Сергей Владимирович	8-499-141-4090	8-499-141-4090	с 15.09.2012г. присоединяется к «ГП № 195»
174	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 148  Департамента здравоохранения города Москвы»	115516, Москва, Кавказский бульвар, д.45		Верещагин Михаил Леонидович	325-58-97	325-5897	с 15.09.2012г. присоединяется к «ГП № 166»
175	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 149  Департамента здравоохранения  города Москвы»	107392, Москва, ул.Хромова,д.45		Алексеев Алексей Константинович	8-499-161-1080	8-499-161-1080	с 15.09.2012г. присоединяется к «КДЦ № 2»
176	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 150  Департамента здравоохранения города Москвы»	119421, Москва, ул. Новаторов, д.5		Ермолаева Татьяна Игоревна	936-4036	936-4036	с 15.09.2012г. присоединяется к «ГП № 11»
177	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 151  Департамента здравоохранения города Москвы»	125481, Москва, ул. Планерная, д.8		Борисов Константин Николаевич	493-9167	493-6921	с 15.09.2012г. присоединяется к «ГП № 219»
178	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 152  Департамента здравоохранения города Москвы»	124305, г. Зеленоград, корпус 225		Маркина Елена Владимировна	535-5580	8-499-736-0238	с 15.09.2012г. присоединяется к «ГП № 201»
179	Государственное бюджетное учреждение здравоохранения города Москвы  «Городская поликлиника № 153  Департамента здравоохранения  города Москвы»	129224, Москва, ул. Грекова, д.12		Каспарова Элина Артуровна	(499) 479-0802	(499) 479-0802	с 15.09.2012г. присоединяется к «ГП № 218»
180	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 154  Департамента здравоохранения  города Москвы»	125581, Москва, ул. Флотская , д.9		Панченко Иван Иванович	(495) 455-6525	(495) 455-6540	с 15.09.2012г. присоединяется к МСЧ № 51
181	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 155  Департамента здравоохранения города Москвы»	127486, Москва, Бескудниковский бульвар, д.59		Морунов Евгений Михайлович	(495) 483-34-66	(495) 483-3683	с 15.09.2012г. присоединяется к «КДЦ № 6»
182	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 174  Департамента здравоохранения  города Москвы»	123022, Москва, Расторгуевский пер., д.3		Михалевская Татьяна Ивановна	(499) 253-9991	(499) 253-9991	с 15.09.2012г. присоединяется к «ГП № 220»
183	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 175  Департамента здравоохранения  города Москвы»	105568, Москва, ул. Челябинская, д.16		Соколова Мария Валерьяновна	300-7250	300-7250	
184	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 176  Департамента здравоохранения города Москвы»	117463, Москва, Новоясеневский проспект, д.30, кор.2		Гордеев Михаил Александрович	422-4755	422-4755	с 15.09.2012г. присоединяется к «ГП № 134»
185	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 177  Департамента здравоохранения города Москвы»	119361, Москва, Большая Очаковская ул., д.38		Дятлова Татьяна Александровна	430-2966	430-2966	с 15.09.2012г. присоединяется к «ГП № 8»
186	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 178  Департамента здравоохранения  города Москвы»	 Москва, ул. Брусилова, дом 15, корп.2		Когинова Наталия Владимировна	(499) 234-0010		с 15.09.2012г. присоединяется к «КДП № 121»
187	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 179  Департамента здравоохранения города Москвы»	127349, Москва, Шенкурский проезд, д.8а		Карасев Александр Иванович	(499) 207-9544	(499) 206-9788	с 15.09.2012г. присоединяется к «ДЦ № 5 с поликлиническим отделением»
188	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 180   Департамента здравоохранения города Москвы»	125222, Москва, Уваровский пер., д.4		Лысенко Ирина Леонидовна	759-8065	759-8097	
189	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 181  Департамента здравоохранения города Москвы»	123181, Москва, ул. Исаковского, д.16, кор.3		и.о. Платонов Виталий Георгиевич	750-6897	757-5349	с 15.09.2012г. присоединяется к «ГП № 180»
190	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 182  Департамента здравоохранения города Москвы»	105043, Москва, 7-я Парковая ул,, д.8/61		Антоненко Владимир Петрович	8-499-367-6118	8-499-367-6181	с 15.09.2012г. присоединяется к ГП № 191»
191	Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника восстановительного лечения № 4  Департамента здравоохранения города Москвы»	119297, Москва, ул. Родниковая, д.4, кор.4		Унмут Станислав Вячеславович	435-4814	435-4814	с 01.09.2012г. присоединяется к МНПЦ мед. реабилитации, восстановительной и спортивной медицины
192	Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника восстановительного лечения № 6  Департамента здравоохранения города Москвы»	117574, Москва, ул. Тарусская, д.22, кор.1		Коровенкова Ирина Алексеевна	8-499-137-7389	423-6100	с 01.09.2012г. присоединяется к МНПЦ мед. реабилитации, восстановительной и спортивной медицины
193	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 2  Департамента здравоохранения  города Москвы»	107014, Москва, 1-я Сокольническая ул., д.8		Петрунина Галина Артемьевна	(499) 268-6805	(499) 268-7141	
194	Государственное бюджетное  учреждение здравоохранения города Москвы «Медико-санитарная часть № 6  Департамента здравоохранения  города Москвы»	115114, Москва, Шлюзовая набережная, д.6		Тимофеева Марина Геннадьевна	 (495) 235-4858		 с 15.09.2012г. присоединяется к «ГП № 68»
195	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 8  Департамента здравоохранения города Москвы»	105118, Москва, шоссе Энтузиастов, д.40		и.о. Маева Ирина Валерьевна	673-5113	673-5113	с 01.09.2012г. присоединяется к ГБУЗ «МСЧ № 26»
196	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 13  Департамента здравоохранения города Москвы»	123022, Москва, ул. Рочдельская, д.15		и.о. Макеев Иван Евгеньевич	(499) 255-0447	(499) 255- 6963	 с 15.09.2012г. присоединяется к «ГП № 220»
197	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 14  Департамента здравоохранения города Москвы»	123022, Москва, Столярный пер., д.3		и.о. Мясников Георгий Михайлович	(499) 795-3584	(499) 795-3584	с 15.09.2012г. присоединяется к «ГП № 220»
198	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 15 Департамента здравоохранения города Москвы»	125284, Москва, 1-й Боткинский проезд, д. 6		Ткачев Сергей Владимирович	(499)795-8461	(499) 795-8414	
199	Государственное  бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 17  Департамента здравоохранения  города Москвы»	127015, Москва, ул. Бутырская, д.86		Лукьянчикова Наталья Ивановна	(495) 685-39-84	(499) 760-8908	
200	Государственное  бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 183  Департамента здравоохранения города Москвы»	127521, Москва, 9-й проезд Марьиной Рощи, д.8а		Кузнецов Павел Игоревич	618-6056	618-6056	с 15.09.2012г. присоединяется к «ГП № 12»
201	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 185  Департамента здравоохранения города Москвы»	109144, Москва, Новочеркасский бульвар, д.48		Трунова Тамара Васильевна	8-499-357-0880	8-499-356-0511	с 15.09.2012г. присоединяется к ГП № 36»
202	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 186  Департамента здравоохранения города Москвы»	107258, Москва, 2-я Прогонная ул., д.7а		Кокарева Инга Викторовна	963-3954	963-3954	с 15.09.2012г. присоединяется к «КДЦ № 2»
203	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 187 Департамента здравоохранения  города Москвы»	111033, Москва, Таможенный проезд, д.3		Сурков Михаил Юрьевич	8-499-362-8570	8-499-362-8570	с 15.09.2012г. присоединяется к «ДЦ № 3»
204	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 188  Департамента здравоохранения  города Москвы»	127591, Москва, ул. Дубнинская.д.40,кор.2		Чирков Виталий Анатольевич	(495) 485-0948	(495) 485-6355	с 15.09.2012г. присоединяется к «КДЦ № 6»
205	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 189  Департамента здравоохранения города Москвы»	109559, Москва, ул. Краснодарская, д.63		Кочин Геннадий Павлович	352-0833	358-3381	с 15.09.2012г. присоединяется к «ГП № 19
206	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 191 Департамента здравоохранения города Москвы»	107589, Москва, ул. Алтайская, д.13		Болдырев Игорь Юрьевич	460-3634	460-3644	
207	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 192  Департамента здравоохранения города Москвы»	115372, Москва, ул. Лебедянская, д.10		Бадма-Гаряев Мерген Сергеевич	329-8755	328-9257	с 15.09.2012г. присоединяется к «ГП № 52»
208	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 193  Департамента здравоохранения города Москвы»	125599, Москва, ул. маршала Федоренко, д.6		Ивашевская Наталья Николаевна	(495) 486-2064	(495) 486-1596	с 15.09.2012г. присоединяется к «КДЦ № 6»
209	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 194  Департамента здравоохранения города Москвы»	119620, Москва, Солнцевский проспект, д.8		Дмитриев Дмитрий Геннадьевич	435-2241	435-2241	с 15.09.2012г. присоединяется к «ГП № 212»
210	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 195  Департамента здравоохранения города Москвы»	121614, Москва, ул. Крылатские холмы, д.51		Фуфаев Евгений Николаевич	413-2524	413-4744	
211	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 196 Департамента здравоохранения города Москвы»	111621, Москва, ул. Красносолнечная, д.40а		Фарутина Алла Геннадиевна	700-0120	700-0111	с 15.09.2012г. присоединяется к «ГП № 66»
212	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 197 Департамента здравоохранения города Москвы»	119633, Москва, ул. Новоорловская, д.4		Фатеев Александр Иванович	733-5362	733-5294	с 15.09.2012г. присоединяется к «ГП № 212»
213	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 198  Департамента здравоохранения города Москвы»	115408, Москва, ул. Алма-Атинская, д.3,кор.3		Рожеова Надежда Ивановна	341-3684	341-3718	с 15.09.2012г. присоединяется к «ГП № 210»
