№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
109	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2743	125475, г. Москва, улица Петрозаводская, дом 28 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 451-10-21; (495) 451-24-01	http://dssk2743.mscobr.ru
110	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1707	129323, г. Москва, проезд Русанова, д.23, стр.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	180-21-55	http://www.dsksv1707.mskobr.ru
111	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 224	127051 г. Москва, Большой Каретный пер, д.22, стр.5	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 699-94-80; (495) 699-76-35	http://www.dskvp224.mskobr.ru
112	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1093	119270 г. Москва, Комсомольский проспект, д.41	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499)242-05-96,(499) 242-05-96	-
113	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1183	119121 г. Москва, ул. Плющиха, д.16, к. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 248-09-84	http://www.dskvp1183.mskobr.ru
114	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1472	119146 г. Москва, ул. 1-я Фрунзенская. д.6 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	244-79-35	http://dskvp1472.mskobr.ru
115	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2230	125475, г. Москва, улица Зеленоградская, дом 37 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	455-54-41	http://www.ds2230.ru
116	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2311	125635, г. Москва,  ул. Базовская, д. 22Д	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 906-81-36	http://dskvp2311.mskobr.ru
117	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего  вида №273	107143,г.Москва,Открытое шоссе, 26 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 167-40-76	http://www.dskvp273.mskobr.ru/
118	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 865	107589 город Москва, Хабаровская улица, дом 12	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 467-59-10; (495) 467-12-44	http://ds865.narod.ru
119	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1860	107076, г. Москва, Олений вал ул., д. 22 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 964-45-65; (495) 964-47-20	http://www.dskvp1860.mskobr.ru
120	Государственное бюджетное образовательное учреждение города Москвы детский сад  компенсирующего вида № 823	121467, г.Москва, ул. Ельнинская, д.12, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 141-75-88	http://dskvp823.mskzapad.ru
121	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 985	121087, г.Москва, ул. Тучковская, д. 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	148-54-09	http://dskvp985.mskzapad.ru
122	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 94	111538, г. Москва, улица Вешняковская, дом 41А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	373-90-65	http://dskvp62.mskobr.ru/
123	Государственное  бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 109	107014, г.Москва, 2 Полевой переулок, д.4	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 269-07-97	http://www.dskvp77vao.mskobr.ru
124	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 844	121433 г. Москва, ул. Большая Филевская, д. 61, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 144-84-89	http://ds1855.mskzapad.ru
125	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1478	121609, г.Москва, ул. Крылатские холмы, д. 25, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 412-23-24	http://ds1478.mskzapad.ru
126	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1889	123154, г. Москва, бульвар Генерала Карбышева, д. 24, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 197-57-11	http://www.dskvp1889.mskobr.ru
127	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2180	123154, г. Москва, ул. Генерала Глаголева, д. 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 199-15-03	http://www.dskvp2180.mskobr.ru
128	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 289	125167, г. Москва, улица Константина Симонова, дом 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 613-85-38	http://www.dskvp289.mskobr.ru/
129	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2162	109144, город Москва, улица Люблинская, дом 120	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	349-12-60	http://www.sad2162.ru
130	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1913	109457, г.Москва, ул.Жигулевская, д.3, корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	172-28-19	http://ds1913.uvuo.ru
131	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1243	119333, г. Москва, ул. Фотиевой, дом 8	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	137-35-75	http://www.goukv-1243.ru/
132	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2664	125412, г. Москва, улица Клязьминская, дом 10 В	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(910) 642-52-69	http://dskvp2664@mskobr.ru
133	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1013	109387, г. Москва ул. Тихая, д. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	350-13-85	http://dskuv1013.mskobr.ru
134	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1029	109559,  Москва, Тихорецкий бульвар, дом 8	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 352-01-81	http://www.sad1029.ru
135	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 987	117042, г. Москва, улица Южнобутовская, дом № 125 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	715-50-63	http://detsad987.ru/
136	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2324	109144, г. Москва Марьинский б-р, д. 6	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 658-64-07; (495) 345-67-00; (495) 345-67-01	http://dskuv2324.mskobr.ru
137	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2325	109652, г. Москва Марьинский б-р, д. 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(345) 345-56-00	http://www.ds2325.narod.ru
138	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2377	109153, город Москва, улица Генерала Кузнецова, дом 27, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 704-30-00	http://dskuv2377.mskobr.ru
139	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2183	121500, г.Москва, ул. Новорублевская, д. 8	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 727-24-00; (499) 727-24-35	http://www.dskvp2183.mskobr.ru
140	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2278	109153, г.Москва, ул. Моршанская, д.2, к. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	705-00-01	
141	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №1763	111020, г. Москва 1-ая Синичкина ул., д. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 360-49-09; (495) 360-86-23	http://dskuv1763.mskobr.ru
142	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2314	109642, г.Москва, Мячковский б-р, дом 18, корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 346-99-68; (495) 658-60-42	http://dskuv2314.mskobr.ru/
143	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1621	115569 г. Москва, ул. Маршала Захарова, д. 15	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 393-93-56; (495) 393-64-25	http://www.dou1621.edusite.ru
144	Государственное бюджетное образовательное учреждение города Москвы детский сад  компенсирующего вида № 2125	109378, Москва, ул. Шумилова д.14, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 175-83-74	http://dskuv2125.mskobr.ru
145	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1767	115211 г. Москва, Каширское ш., д. 57, к. 8	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	344-70-81	http://dou1767.edusite.ru
146	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 471	111020, г. Москва Юрьевский пер., д. 8а	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	360-38-32	http://www.ds471.uvuo.ru
147	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 480	111033, г. Москва ул. Самокатная, д. 3/8, стр. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	362-46-85	http://www.ds480.uvuo.ru
148	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1162	111033 Волочаевская улица, 21	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	362-80-73	http://www.ds1162.uvuo.ru
149	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1632	127273, город Москва, Березовая аллея, дом 7А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 202-33-44; (499) 202-29-03	http://www.dskvp1632.mskobr.ru
150	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 342	123376 г.Москва, ул. Малая Грузинская, д.16	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	252-33-82	http://www.dskvp342.mskobr.ru
151	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 420	123056 г.Москва, ул. Зоологическая, д.17	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 254-60-21; (499) 254-29-62	http://www.dskvp420.mskobr.ru
152	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1189	129272 Трифоновская улица, д. 31а	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	689-54-20	http://www.dskvp1189.mskobr.ru
153	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1058	125252, г. Москва, улица Зорге, дом 10, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 943-14-05	http://dskvp1058.mskobr.ru/
154	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 749	123317 г. Москва,Стрельбищенский пер., д.11 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	256-12-53	http://www.dskvp749.mskobr.ru
155	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 940	119049 г. Москва, 1-ый Спасоналивковский пер.,д.15а	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	238-70-20	http://.dskvp940.mskobr.ru/
156	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1476	119146 г. Москва, 2-я Фрунзенская ул., д.10	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 242-25-40	http://www.dskvp1476.mskobr.ru
157	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 264	109383 Шоссейная улица, 55, стр.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 354-37-77; (495) 353-00-11	http://www.ds264.uvuo.ru
158	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 605	111020, г. Москва, ул. Сторожевая, д. 38А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 360-31-17; (495) 360-31-17	http://ds605.uvuo.ru
159	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 629	Дмитровское шоссе, 38А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 488-77-90; (499) 488-69-63	-
160	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1153	115551 г. Москва, Ореховый б-р, д.5-2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	391-87-11	http://dou1153.edusite.ru
161	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1876	115432 г.Москва, ул.Трофимова, д.4, к.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	679-28-37	http://dou1876.ru
162	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1729	107066 г. Москва, ул. Старая Басманная, д.24, стр.7	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	265-15-40	
163	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 104	115533 г. Москва, ул. Нагатинская, 11, корп.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 611-43-32	http://sad-67.ru
164	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1363	117648 г.Москва, Северное Чертаново, к.812	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 319-69-27	http://www.ds1363.ru
165	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1703	115569 г. Москва ул. Маршала Захарова, д.11 к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 390-45-68; (495) 393-27-33	http://dou1703.edusite.ru
166	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1742	117648 г. Москва, Северное Чертаново, к.814	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	310-93-90	http://dou1742.ru
167	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2356	115612 г. Москва, Братеевская ул., д.10,к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	342-98-98	http://ww.dskvp2356.mskbr.
168	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1040	115573 г.Москва, Ореховый пр-д, д.29, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	393-57-00	http://dou1040.edusite.ru
169	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1504	109649, г.Москва, Капотня, 5-й квартал, дом 21	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	355-45-01	http://ds1504.uvuo.ru
170	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1714	109462, г. Москва, Волжский бульвар, квартал 113-А, корп.6	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 176-98-71; (499) 176-98-65	http://sad1714.mirastem.ru
171	Государственное бюджетное образовательное учреждение города Москвы детский сад  компенсирующего вида № 1766	109052, г. Москва, улица Верхняя Хохловка, дом 35	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	678-51-78	http://dskuv1766.mskobr.ru/
172	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1177	115533 г. Москва, Нагатинская наб., д.16, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 617-95-82	http://dou1177.ru
173	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 372	127576 город  Москва, улица Череповецкая, дом 6а	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 908-67-90	http://www.dskvp1059.mskobr.ru
174	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1158	117587 г. Москва,ул. Кировоградская,д.8 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 312-93-36	http://dou1158.edusite.ru
175	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2028	117208 г. Москва, Сумской пр. 7а	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 311-00-54; (495) 311-30-73; (495) 312-76-95	http://www.gou2028.jimdo.com
176	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2328	109341, г. Москва Перерва ул., 52 корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 347-88-41	-
177	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2099	109388, г. Москва, ул. Гурьянова, д. 63	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 353-91-26; (495) 353-92-70; (499) 746-43-30	http://wwwds2099uvuo.ru
178	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1821	109382, г. Москва, проспект  40 лет Октября, дом 23	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	657-22-77	http://dskuv1821.mskobr.ru
179	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 164	115516 г. Москва, ул. Бехтерева, д.37 к.5	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	325-46-58	http://www.dou 367.edusite.ru
180	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1570	115582 г. Москва, Каширское шоссе, 110 корп.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 392-00-37; (495) 391-82-86	http://dou1570.edusite.ru
181	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1907	111395, г. Москва, ул. Молдагуловой, д.16-А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 374-32-20; (499) 374-41-97	http://ds1907.my.ru
182	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2155	107241,г.Москва,ул.Амурская,д.72	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	462-44-61	http://www.dskvp2155.mskobr.ru
183	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2301	107589,г.Москва,ул.Красноярская д.3,корп.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 466-03-74; (495) 460-05-88	http://detsad2301.ru
184	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2196	124683, г. Москва, Зеленоград, корп. 1511	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 717-36-02; (499) 717-37-42	http://d2196.zouo.ru
185	государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2290	124683 г. Москва, Зеленоград, корп. 1532	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 717-37-93	http://d2290.zouo.ru
186	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида  № 1026	127247, г. Москва, улица Софьи Ковалевской, д.4, к. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 484-48-22; (495) 484-23-22	http://dskvp 1026.mskobr.ru
187	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1592	127572, г.Москва, ул. Угличская, дом 14	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 908-89-55; (499) 908-60-50	http://www.dskvp1592.mskobr.ru
188	Государственное бюджетное образовательное учреждение города Москвы  детский сад комбинированного вида №  1386	125080, г. Москва, Светлый проезд, д. 4 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 653-18-01; (495) 653-18-21; (499) 158-24-22	http://dskvp1386.mskobr.ru
189	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 802	109004 г. Москва, Николоямской пер., д.3 А, кор. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495)912-08-34,(495) 912-08-34	-
190	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2633	125252, г. Москва, улица Алабяна, дом 15	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 198-15-01	http://dskvp2633.mskobr.ru
