№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
98	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 143	107370, г. Москва, Открытое шоссе, д.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	160-17-41	http://www.dskv143.mskobr.ru
99	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 296	105122,Москва, ул. Амурская, д.12	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	462-21-42	http://www.dskv296.mskobr.ru
100	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 381	107258,г.Москва, ул. 3-я Гражданская, д.64 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 963-33-27	http://www.dskv381.mskobr.ru
101	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №606	105523, Москва, ул. 16-я Парковая, д.41	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 464-95-96; (495) 468-82-34	http://www.dskv606.mskobr.ru
102	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 876	111539, г. Москва, ул. Реутовская, д. 24 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	375-53-04	http://www.dskv876.mskobr.ru
103	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 970	105554, г. Москва, 11-я Парковая ул., д. 5 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 463-10-90	http://www.dskv970.mskobr.ru
104	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 991	105568, Москва,  Б.Купавенский пр. д.4 А.	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 308-15-00; (495) 307-72-42	http://detsad991.web-box.ru
105	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1041	107150, г. Москва, Погонный проезд, д.27	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 169-43-51; (499) 160-33-60	http://www.dskv1041.mskobr.ru
106	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1205	107113, г.Москва, ул. Сокольнический Вал, д. 24А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	264-56-71	http://www.dskv1205.mskobr.ru
107	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1287	111395, г.Москва,ул.Красный Казанец, д,19 А, строение 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 373-98-06	http://www.dskv1287.mskobr.ru
108	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1299	107564, город Москва, ул. Краснобогатырская, д.25 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	964-04-52	http://www.dskv1299.mskobr.ru
109	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1355	107065, г. Москва, ул. Камчатская, д. 2А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 467-22-31	http://detsad1355.narod.ru
110	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1522	105203, г.Москва, ул. Первомайская, дом 104	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	465-25-00	http://www.dskv1522.mskobr.ru
111	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1602	111555, Москва, улица Молостовых, д.9 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 307-61-38; (495) 302-01-19	http://www.dskv1602.mskobr.ru
112	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1697	111672, г. Москва, ул. Салтыковская, д. 21 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	702-03-87	
113	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1813	107113, г. Москва, Поперечный просек, д.1Д	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 268-18-91; (499) 264-18-79	http://www.dskv1813.mskobr.ru
114	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1872	107143,  город Москва, улица Открытое шоссе дом 27	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	167-31-36	http://www.dskv1872.mskobr.ru
115	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 827	121351 г.Москва, ул. Ярцевская, д. 11, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 141-04-00	http://dskv827.mskzapad.ru
116	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1951	127006 г. Москва, ул. Долгоруковская, д. 29, стр. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 978-17-41	http://dskv1951.mskobr.ru
117	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 927	107045 г. Москва, улица Садовая - Спасская, дом.6, стр. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 607-27-15	http://www.ds927.mskobr.ru
118	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 435	127644, г. Москва, Карельский бульвар, дом 23 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	485-12-11	http://dskv435.mskobr.ru
119	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 696	129346, Москва, улица Минусинская, дом 16 корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	474-25-61	http://www.dskv696.mskobr.ru
120	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 697	129301, город Москва, улица Космонавтов, дом 14, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	683-10-38	http://www.dskv697.mskobr.ru
121	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 711	129128, город Москва, улица Бажова, дом 22	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 187-32-23; (499) 181-55-36	http://www.ds2257.mskobr.ru
122	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 715	127282, город Москва, улица Широкая, дом 9	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 479-72-45	http://www.dskv715.mskobr.ru
123	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 864	127276, город Москва,Малая Ботаническая улица, 18, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 618-80-70; (495) 618-11-63; (495 618-27-50; (495) 618-25-31	http://www.dskv864.mskobr.ru
124	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1033	127543, г.Москва, ул. Корнейчука, д. 32 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 206-33-75; (499) 206-65-47	http://www.dskv1033.mskobr.ru
125	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1067	127572, город Москва, улица Новгородская, дом 28	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 200-23-00	http://www.dskv1067.mskobr.ru
126	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1073	127572 город Москва, улица Абрамцевская, дом 14, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 200-70-77	http://www.dskv1073.mskobr.ru
127	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1115	127549, город Москва, улица Мурановская, дом 12 б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 206-93-88	http://www.dskv1115.mskobr.ru
128	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1188	127204, город Москва, улица 9-я Северная линия, дом 15, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 767-62-65; (499) 975-69-23	http://www.dskv1188.mskobr.ru
129	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1245	127560, г.Москва, ул.Плещеева, дом 3 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 207-71-00	http://www.dskv1245.mskobr.ru
130	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1311	127576, город Москва, улица Новгородская, дом 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 200-38-00	http://www.dskv1311.mskobr.ru
131	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 998	129221 Москва, улица Полярная, дом 32, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 476-50-01; (495) 476-45-80	http://nschdskvp1878.mskobr.ru
132	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 37	129010 г. Москва, ул. Большая Спасская, д.10/1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 680-00-37; (495) 680-02-72	http://www.dskv37.mskobr.ru
133	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 53	105094 г. Москва, ул. Госпитальный Вал, д.3, корп.4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 360-91-86	http://www.ds53.mskobr.ru
134	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 334	123056 г.Москва, ул.Б.Грузинская, д.60, стр.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 254-96-97	http://www.dskv334.mskobr.ru
135	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 773	109240 г. Москва, 1-ый Котельнический пер., д.4, стр.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 915-74-27; (495) 915-25-29	http://www.dskv773.mskobr.ru
136	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 809	123290 г. Москва, Шмитовский проезд, д.42, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	259-17-41	http://www.dskv809.mskobr.ru
137	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №992	109544 Добровольческая улица, 28,стр.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	911-84-81	http://www.dskv992.mskobr.ru
138	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1003	121069 г. Москва, Скатертный пер., д.27-31	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 691-41-98	http://www.dskv1003.mskobr.ru
139	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1184	103045 Даев переулок, 16 стр.9	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	207-37-25	http://www.dskv1184.mskobr.ru
140	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1892	121165 г. Москва, ул. Дунаевского, д.5	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 249-22-52; (499) 249-30-92	http://www.msk.zapad.ru
141	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 434	105077, г.Москва, Измайловский бульвар, д.60/10	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 465-61-96	http://www.dskv434.mskobr.ru
142	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 589	105264, Москва,  5-я Парковая ул , д. 39	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	164-95-93	http://www.dskv1435.mskobr.ru
143	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 28	119618 город Москва, ул. 50 лет Октября, дом 25, корп.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	435-87-52	http://dskv3.mskzapad.ru
144	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 506	121353, г.Москва, Сколковское шоссе, д. 12	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 446-33-35; (495) 446-19-23	http://www.dskv1303.mskobr.ru
145	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1428	119620, г.Москва, ул.Академика Анохина, д. 12, корп. 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	430-07-38	http://dskv1428.mskzapad.ru
146	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2447	125368, г. Москва, Ангелов переулок, д. 7, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 751-79-93; (495) 794-14-00	http://dskv2447.mskobr.ru/
147	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 185	125412, г. Москва, Коровинское шоссе, дом 21-А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	905-73-09	http://souo-mos.ru
148	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1623	119607, г. Москва, ул. Раменки, д. 13, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	932-28-21	http://dskv1623.mskzapad.ru
149	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 343	125212, г. Москва, Ленинградское шоссе 50А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	159-72-61	http://dskv343.mskobr.ru
150	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 385	125284, г. Москва, улица Беговая, дом 6, строение/корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 945-61-57; (495) 945-61-57	http:dskv385.mskobr.ru
151	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 278	129336, город Москва, Анадырский проезд, дом 65	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	474-65-45	http://www.dskv278.mskobr.ru
152	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 507	129329, город Москва, улица Ивовая, дом 7, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 180-32-93; (499) 180-25-91; (499) 180-65-61; (499) 181-76-82	http://www.ds507.mskobr.ru
153	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 594	129282 город Москва  улица Тихомирова дом 13	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 478-17-31; (499) 476-25-38	http://www.dskv594.mskobr.ru
154	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 500	125445, г. Москва, Ленинградское шоссе, дом 116А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	457-63-21	http://souo-mos.ru/
155	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 504	123007, г. Москва, Хорошевское шоссе, дом 68 - А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 941-24-63; (495) 941-30-04	http://dskv504.mskobr.ru
156	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 525	127083, г. Москва, Мирской переулок, дом 9	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 612-71-91	http://www.525ds.ru/
157	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 583	125475, г. Москва, Зеленоградская улица, дом 29 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 451-20-41	http://souo-mos.ru/
158	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 603	125212, г. Москва улица Адмирала Макарова, дом 25	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 150-28-24; (499) 150-94-78	http://dskv603.mskobr.ru
159	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2475	119607, г.Москва, Мичуринский проспект, д. 17, корп. 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	734-24-00	http://dskv2475.mskzapad.ru/
160	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2594 Теремок	141335, Московская область, Сергиево-Посадский район, село Шеметово, микрорайон Новый, д. 54	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(496) 546-26-39	http://teremok2594.ru/
161	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2704	129347 город Москва, Ярославское шоссе, дом 142, корпус 6	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 181-81-40	http://www.ds2704.mskobr.ru
162	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 688	117342, г. Москва, ул. Бутлерова, д. 26 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	333-41-93	http://ds688.ru
163	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 727	117279, Москва, ул. Профсоюзная, д. 93 В	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	420-83-11	http://www.detsad727.ru/
164	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №172	105523, г.Москва,ул.15-я Парковая, д.40А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	468-81-43	http://www.dskv172.mskobr.ru
165	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1105	127566, город Москва, улица Бестужевых, дом 21 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	404-04-44	http://dskv1105.mskobr.ru/
166	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2092	111673,г. Москва, ул.Суздальская д.22А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 701-04-50; (495) 702-36-00	http://dou2092.narod.ru
167	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1814	119634 г. Москва, ул. Шолохова, д.19, к.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	731-05-10	http://dskvp1814.mskzapad.ru
168	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2211	117628, г.Москва, ул.Ратная, дом 8 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	711-06-18	http://www.ds2211.ru
169	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2376	117042, г.Москва, Чечёрский проезд, дом 106	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	715-55-30	http://dskvuz2376.mskobr.ru/
170	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №284	107066 г. Москва, ул. Ольховская, д.43	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 261-06-75	http://www.ds2512.mskobr.ru
171	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2085	125414, г. Москва, ул. Клинская, д. 13	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 455-06-87; (495) 455-92-49	http://dskv2085.mskobr.ru
172	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1420	119180 г. Москва, ул. Б.Полянка, д.30, корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 238-63-10; (499) 238-63-21	http://www.dskv1420.mskobr.ru
173	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1465	123317 Москва, Стрельбищенский пер., дом 21 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 256-14-46	http://www.dskv1465.mskobr.ru
174	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2246	125412, г. Москва, Коровинское шоссе, дом 20 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 483-99-72	http://dsm2246@soudo.ru
175	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2296	127083, г. Москва ул. Верхняя Масловка, дом 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 571-82-10	
176	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1825	115184 ул. Пятницкая, дом 54, стр.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 953-83-17	http://www.dskv1825.mskobr.ru
177	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2387	127015, город Москва, улица Нижняя Масловка, дом 5, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	257-78-35	http://www.sad2387.mirastem.ru/
178	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2635	117036, г.Москва, Проспект 60-летия Октября, дом 16, корпус 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	124-43-18	http://www.ds2635.ru
179	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 7	105173, г.Москва, пос. Акулово, д. 26 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 617-69-80; (495) 617-63-84	http://www.ds7vao.mskobr.ru
180	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1038	111531, г. Москва, ш. Энтузиастов, д.94 б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	300-24-31	http://www.dskv1038.mskobr.ru
181	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1540	111395, г. Москва, ул. Молдагуловой, д.10Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 374-51-59	http://dskv1540.mskobr.ru
182	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 819	119501, г.Москва, ул. Веерная, д. 34, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 441-93-91	http://dskv819.mskzapad.ru
183	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1264	124527, г. Москва, Зеленоград, корп.819	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 731-23-02	http://dskz1264.mskobr.ru
184	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 936	119034 г. Москва, Пречистинский пер., д. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 241-55-53	http://www.ds922.mskobr.ru
185	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1983	109028 г. Москва, Казарменный пер., д. 6, стр. 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 916-09-81	http://www.dskv1983.mskobr.ru
186	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 943	121374 г.Москва, Можайское шоссе, д. 4, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	444-84-52	http://dskv943.mskzapad.ru
187	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1149	121471, г.Москва, ул. Гвардейская, д. 10	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	446-26-75	http://dskv1149.mskzapad.ru
188	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1269	119361, г.Москва, ул.Озерная, д. 25 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	437-31-81	http://www.dskv1269.mskobr.ru
189	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 340	121248, г.Москва, Кутузовский проспект, д. 5, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 243-63-25	http://dskvp1013.mskzapad.ru
190	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 337	105264,г.Москва, 5-я Парковая улица, дом 50 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	463-67-81	http://ds988.mskobr.ru
191	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1005	124575, г. Москва, Зеленоград корп. 904а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 710-18-66	http://d1005.zou.ru
