0_udfn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт;0_podchineni
9108;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1621                                                                                                                                                    ;ГБОУ детский сад № 1621                                                                                                                                                                                                                                       ;115569 г. Москва, ул. Маршала Захарова, д. 15                                                                                                                                                                                                                 ;12799,4984;-5011,370365;2122877;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;"(495) 393-93-56; (495) 393-64-25                                                                                                                                                                                                                              ";http://www.dou1621.edusite.ru                                                                                                                                                                                                                                 ;Южное окружное управление образования                                                                                                                                                                                                                         
8431;Государственное бюджетное образовательное учреждение города Москвы детский сад  компенсирующего вида № 2125                                                                                                                                                   ;ГБОУ детский сад № 2125                                                                                                                                                                                                                                       ;109378, Москва, ул. Шумилова д.14, к.2                                                                                                                                                                                                                        ;17338,5375;4485,108196;2128792;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;(499) 175-83-74                                                                                                                                                                                                                                               ;http://dskuv2125.mskobr.ru                                                                                                                                                                                                                                    ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
9111;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1767                                                                                                                                                    ;ГБОУ детский сад № 1767                                                                                                                                                                                                                                       ;115211 г. Москва, Каширское ш., д. 57, к. 8                                                                                                                                                                                                                   ;12610,01405;-3089,794408;2122945;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;344-70-81                                                                                                                                                                                                                                                     ;http://dou1767.edusite.ru                                                                                                                                                                                                                                     ;Южное окружное управление образования                                                                                                                                                                                                                         
8260;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 471                                                                                                                                                     ;ГБОУ детский сад № 471                                                                                                                                                                                                                                        ;111020, г. Москва Юрьевский пер., д. 8а                                                                                                                                                                                                                       ;13712,4876;10979,70258;2120536;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;360-38-32                                                                                                                                                                                                                                                     ;http://www.ds471.uvuo.ru                                                                                                                                                                                                                                      ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
8263;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 480                                                                                                                                                     ;ГБОУ детский сад № 480                                                                                                                                                                                                                                        ;111033, г. Москва ул. Самокатная, д. 3/8, стр. 2                                                                                                                                                                                                              ;11467,5376;10060,07925;2121448;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;362-46-85                                                                                                                                                                                                                                                     ;http://www.ds480.uvuo.ru                                                                                                                                                                                                                                      ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
8306;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1162                                                                                                                                                    ;ГБОУ детский сад № 1162                                                                                                                                                                                                                                       ;111033 Волочаевская улица, 21                                                                                                                                                                                                                                 ;11289,52897;9265,463998;2120378;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;362-80-73                                                                                                                                                                                                                                                     ;http://www.ds1162.uvuo.ru                                                                                                                                                                                                                                     ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
7986;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1632                                                                                                                                                    ;ГБОУ детский сад № 1632                                                                                                                                                                                                                                       ;127273, город Москва, Березовая аллея, дом 7А                                                                                                                                                                                                                 ;-18483,97648;36617,38825;2106500;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;"(499) 202-33-44; (499) 202-29-03                                                                                                                                                                                                                              ";http://www.dskvp1632.mskobr.ru                                                                                                                                                                                                                                ;Северо-Восточное окружное управление образования                                                                                                                                                                                                              
8119;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 342                                                                                                                                                     ;ГБОУ детский сад № 342                                                                                                                                                                                                                                        ;123376 г.Москва, ул. Малая Грузинская, д.16                                                                                                                                                                                                                   ;4669,965561;10853,71697;2116649;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;252-33-82                                                                                                                                                                                                                                                     ;http://www.dskvp342.mskobr.ru                                                                                                                                                                                                                                 ;Центральное окружное управление образования                                                                                                                                                                                                                   
8120;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 420                                                                                                                                                     ;ГБОУ детский сад № 420                                                                                                                                                                                                                                        ;123056 г.Москва, ул. Зоологическая, д.17                                                                                                                                                                                                                      ;5561,631531;11128,47668;2106384;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;"(499) 254-60-21; (499) 254-29-62                                                                                                                                                                                                                              ";http://www.dskvp420.mskobr.ru                                                                                                                                                                                                                                 ;Центральное окружное управление образования                                                                                                                                                                                                                   
8145;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1189                                                                                                                                                    ;ГБОУ детский сад № 1189                                                                                                                                                                                                                                       ;129272 Трифоновская улица, д. 31а                                                                                                                                                                                                                             ;7606,996575;13636,33957;2126180;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;689-54-20                                                                                                                                                                                                                                                     ;http://www.dskvp1189.mskobr.ru                                                                                                                                                                                                                                ;Центральное окружное управление образования                                                                                                                                                                                                                   
8000;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1058                                                                                                                                                    ;ГБОУ детский сад № 1058                                                                                                                                                                                                                                       ;125252, г. Москва, улица Зорге, дом 10, корпус 3                                                                                                                                                                                                              ;859,5899136;12900,04137;8497;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;(499) 943-14-05                                                                                                                                                                                                                                               ;http://dskvp1058.mskobr.ru/                                                                                                                                                                                                                                   ;Северное окружное управление образования                                                                                                                                                                                                                      
8127;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 749                                                                                                                                                     ;ГБОУ детский сад № 749                                                                                                                                                                                                                                        ;123317 г. Москва,Стрельбищенский пер., д.11 А                                                                                                                                                                                                                 ;2490,8626;10414,11077;2116594;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;256-12-53                                                                                                                                                                                                                                                     ;http://www.dskvp749.mskobr.ru                                                                                                                                                                                                                                 ;Центральное окружное управление образования                                                                                                                                                                                                                   
