0_udfn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт;0_podchineni
6235;Государственное бюджетное образовательное учреждение города Москвы детский сад № 1260                                                                                                                                                                         ;ГБОУ детский сад № 1260                                                                                                                                                                                                                                       ;119296, г.Москва, ул. Молодежная, дом 3 А                                                                                                                                                                                                                     ;2974,436627;2845,646989;2101128;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;930-62-30                                                                                                                                                                                                                                                     ;http://vshkole.info/school/list/476                                                                                                                                                                                                                           ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6243;Государственное бюджетное образовательное учреждение города Москвы детский сад № 1380                                                                                                                                                                         ;ГБОУ детский сад № 1380                                                                                                                                                                                                                                       ;117465, г. Москва, ул. Теплый Стан, д.15, корп.10                                                                                                                                                                                                             ;-667,5995;-4852,938251;2108147;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;339-64-12                                                                                                                                                                                                                                                     ;http://detsad1380.msk.ru/                                                                                                                                                                                                                                     ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6247;Государственное бюджетное образовательное учреждение города Москвы детский сад № 1403                                                                                                                                                                         ;ГБОУ детский сад № 1403                                                                                                                                                                                                                                       ;117638, г.Москва, улица Фруктовая, дом 13                                                                                                                                                                                                                     ;6806,168863;-559,9468938;2108621;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;(499) 317-16-54                                                                                                                                                                                                                                               ;http://www.detsad1403.ru                                                                                                                                                                                                                                      ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6268;Государственное бюджетное образовательное учреждение города Москвы детский сад № 1774                                                                                                                                                                         ;ГБОУ детский сад № 1774                                                                                                                                                                                                                                       ;117311, г.Москва, улица Кравченко, дом 12                                                                                                                                                                                                                     ;1228,264;1195,747418;11347;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;138-56-89                                                                                                                                                                                                                                                     ;http://ds1774.ru                                                                                                                                                                                                                                              ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6272;Государственное бюджетное образовательное учреждение города Москвы детский сад № 1835                                                                                                                                                                         ;ГБОУ  детский сад № 1835                                                                                                                                                                                                                                      ;117186, г.Москва, Севастопольский проспект, дом 23, корпус 2                                                                                                                                                                                                  ;6113,332033;1104,681982;2108604;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;127-76-80                                                                                                                                                                                                                                                     ;http://detsad1835.ru                                                                                                                                                                                                                                          ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6279;Государственное бюджетное образовательное учреждение города Москвы детский сад № 1987                                                                                                                                                                         ;ГБОУ детский сад № 1987                                                                                                                                                                                                                                       ;117133, г. Москва, ул. Академика Варги, д. 28 А                                                                                                                                                                                                               ;-1516,80525;-3718,242392;2108108;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;(495)338-68-00,(495) 338-68-00                                                                                                                                                                                                                                ;http://ds1987.ru                                                                                                                                                                                                                                              ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6299;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2171                                                                                                                                                                         ;ГБОУ детский сад № 2171                                                                                                                                                                                                                                       ;117292, г. Москва, ул. Профсоюзная, дом 22/10, корп. 1                                                                                                                                                                                                        ;4222,09655;1553,534814;20938;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;125-39-71                                                                                                                                                                                                                                                     ;http://ds2171.ru                                                                                                                                                                                                                                              ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6300;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2186                                                                                                                                                                         ;ГБОУ детский сад № 2186                                                                                                                                                                                                                                       ;119313, г.Москва, Ленинский проспект, дом 86 А                                                                                                                                                                                                                ;1770,465087;1178,278625;2101106;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;138-18-08                                                                                                                                                                                                                                                     ;http://www.gou2186.ru                                                                                                                                                                                                                                         ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6309;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2359                                                                                                                                                                         ;ГБОУ детский сад № 2359                                                                                                                                                                                                                                       ;117628, г. Москва, улица Старокачаловская, дом 12                                                                                                                                                                                                             ;5792,1547;-10798,38993;69018;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;713-70-45                                                                                                                                                                                                                                                     ;http:.//cad2359.jimdo.com                                                                                                                                                                                                                                     ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6315;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2414                                                                                                                                                                         ;ГБОУ детский сад № 2414                                                                                                                                                                                                                                       ;117042, г. Москва, улица Южнобутовская, дом 29, корпус 2                                                                                                                                                                                                      ;2583,412788;-14274,24815;2900594;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;716-10-01                                                                                                                                                                                                                                                     ;http://2414.ru                                                                                                                                                                                                                                                ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6316;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2415                                                                                                                                                                         ;ГБОУ детский сад № 2415                                                                                                                                                                                                                                       ;117437, г.Москва, ул.Академика Волгина, д.14/2                                                                                                                                                                                                                ;337,326825;-2712,307943;68094;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;330-09-73                                                                                                                                                                                                                                                     ;http://ds2415.ru                                                                                                                                                                                                                                              ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6320;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2428                                                                                                                                                                         ;ГБОУ детский сад  № 2428                                                                                                                                                                                                                                      ;117042, г.Москва, ул. Бартеневская, дом 27, корпус 1                                                                                                                                                                                                          ;1970,298844;-13170,47711;2900374;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;717-06-54                                                                                                                                                                                                                                                     ;                                                                                                                                                                                                                                                              ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6347;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2482                                                                                                                                                                         ;ГБОУ детский сад № 2482                                                                                                                                                                                                                                       ;117042, г. Москва, улица Адмирала Лазарева, дом 39, корпус 2                                                                                                                                                                                                  ;1597,732733;-13888,85391;2900743;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;(499) 743-81-63                                                                                                                                                                                                                                               ;http://detsad2482.ru                                                                                                                                                                                                                                          ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
