0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
188;POINT (4183319.2305000015 7534576.054399997);7015.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 302;ГБОУ СОШ № 302;127410, г. Москва, Инженерная улица, дом 16;5080.20035;23721.8500307;2108949.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 900-90-93; (499) 900-90-30; (499) 900-90-02";http://sch302.svou.mskobr.ru
189;POINT (4192712.5801 7524939.355999999);7021.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 352;ГБОУ СОШ № 352;129128, г. Москва, ул. Малахитовая, 15;10374.0162;18321.2684238;2124944.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 181-02-12; (199) 181-27-94";http://www.ds1419.mskobr.ru
190;POINT (4185205.954399999 7532308.497699998);7031.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 761;ГБОУ СОШ № 761;127566, г. Москва, ул. Бестужевых, д. 1;6142.70115;22450.8391635;2103779.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 903-55-00; (499) 903-55-08";http://school970.binec.ru
191;POINT (4188031.092 7517470.796300001);7067.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Искусство"" № 242";ГБОУ СОШ № 242;129594, г. Москва, 1-й проезд Марьной рощи, д. 3а;7746.0501;14118.5862672;2126222.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;631-17-06;http://schu242.svao.mskobr.ru
192;POINT (4162730.098299999 7519145.6461);6683.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 705;ГБОУ СОШ № 705;123592, г. Москва, ул. Кулакова, д. 25, кор. 2;-6508.6526;15058.7041979;2114754.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;758-36-87;http://sch705.mskobr.ru
193;POINT (4168932.950100001 7523825.270000003);6686.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 820;ГБОУ СОШ № 820;125362, г. Москва, ул. Тушинская, д.7;-3012.414525;17684.5687346;2113819.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;491-76-33;http://школа820.рф/
194;POINT (4173620.2562000006 7512851.933799997);6693.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1010;ГБОУ СОШ № 1010;123308, город Москва, улица Мневники, дом 7, корус 5;-374.229225;11514.2109308;2114763.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 191-35-12;http://sch1010.ru
195;POINT (4157310.349100001 7529684.193700001);6702.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1192;ГБОУ СОШ № 1192;125310, г. Москва, ул. Барышиха, д. 42, корп. 2;-9548.55528366;20984.6119037;2119429.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 751-69-71; (495) 751-69-50";http://sch1192.mskobr.ru
196;POINT (4162458.5111999996 7535950.770300001);6744.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1985;ГБОУ СОШ № 1985;125466, г. Москва, ул. Ландышевая, дом 8;-6646.81535;24495.6014999;3302666.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 401-98-19;http://dsovp2454.mskobr.ru
197;POINT (4183904.1543000005 7473365.2788999975);6748.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1945;ГБОУ СОШ № 1945;117628, г.Москва, ул. Старокачаловская, вл.22;5450.72337403;-10754.3236056;2900002.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;713-68-72;http://sch1945.ru
198;POINT (4177786.227000002 7469210.3794);6764.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1981;ГБОУ СОШ № 1981;117042, г.Москва, ул. Бартеневская, д. 27;1984.7814;-13107.208126;2900309.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;717-17-54;http://school-1981.ru
199;POINT (4176636.5089000016 7467491.9991);6778.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2009;ГБОУ СОШ № 2009;117041, г.Москва, улица Адмирала Руднева, дом 16, корпус 1;1333.16705;-14079.7383086;2900686.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;717-19-54;http://www.sch2009.ru
200;POINT (4183069.714400001 7506862.590999998);6787.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 34;ГБОУ СОШ № 34;119121 г.Москва, ул. Плющиха, д.39/41;4957.0751;8145.91676575;2121155.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 248-45-79;http://school34.ru/
201;POINT (4185172.6382 7508213.136100002);6791.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 59 имени Н.В.Гоголя;ГБОУ СОШ № 59;119002 г.Москва, Староконюшенный пер., д.18,20;6142.575075;8907.71950703;2121151.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 241-56-62;http://www.sch59.cao.mskobr.ru
202;POINT (4174351.2595000006 7492511.5858);6800.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 171;ГБОУ СОШ № 171;119146 г.Москва, 2-ая Фрунзенская ул.,д.7 А, стр.1;37.579420999999996;55.722212;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 242-45-58;http://sch171.ru
203;POINT (4191820.520199999 7510867.409100004);6809.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 330;ГБОУ СОШ № 330;105064 г. Москва, Б. Казенный пер., д.9;9889.5501;10408.4113114;2120346.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;917-78-21;http://couo.ru/school/330/
204;POINT (4194129.5452999994 7507840.417999998);6817.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 457;ГБОУ СОШ № 457;109544 г. Москва, ул. Библиотечная , д.29;11196.025075;8707.76983475;2130765.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 678-00-01;http://school457.ru
205;POINT (4183274.6163000017 7460102.193300001);6819.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2046;ГБОУ СОШ № 2046;117148, Москва, улица Маршала Савицкого, дом 6, корпус 4;5102.419475;-18260.9225572;2901157.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499)232-11-09,(499)-232-11-09;http://sosh2046.ru
206;POINT (4195034.891399998 7505902.520800002);6822.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 480 имени В.В.Талалихина;ГБОУ СОШ № 480;109029 г. Москва, ул. Средняя Калитниковская , д.22 стр.1;11709.6806293;7617.99700026;4307344.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 670-53-54; (495) 670-53-51";http://sch480.ru/
207;POINT (4174351.1499999985 7492511.379500002);6544.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 789;ГБОУ СОШ № 789;117574, г. Москва, улица Голубинская, дом 5, корп.3;37.517491;55.605757;2131932.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;421-47-88;http://www.sch789.hut2.ru
208;POINT (4205044.461100001 7492087.5361);6548.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1716 ""Эврика-Огонек""";"ГБОУ СОШ № 1716 ""Эврика-Огонек""";109451, Москва, улица Верхние поля, дом 40, корпус 2.;17388.844656;-149.50855742;2705245.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;658-59-21;http://schuv1716.mskobr.ru
209;POINT (4169569.5782999992 7492328.030500002);655.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1741;ГБОУ СОШ № 1741;119602 г.Москва, ул. Никулинская, д. 5;-2665.49125;-46.90364277;3100529.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 232-75-81; (495) 232-75-82";http://www.sch1741.mskzapad.ru
210;POINT (4157705.2463999987 7488393.918399997);656.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1933;ГБОУ СОШ № 1933;119634 г. Москва, ул Чоботовская, дом 8.;-9377.19954151;-2257.15041289;4100002.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;732-95-33;http://sch1933.mskzapad.ru
211;POINT (4174351.1785000004 7492511.369599998);6561.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 862;ГБОУ СОШ № 862;117463, Москва,  ул. Голубинская, д. 23, корп. 3;37.533572;55.600268;2800658.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;422-34-00;http://school862.3dn.ru/
212;POINT (4202864.2126 7490347.037299998);6566.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа Российско-Словацкой дружбы № 1934;ГБОУ СОШ Российско - Словацкой дружбы № 1934;109451, г. Москва, Мячковский бульвар, д. 7, к. 1;16159.9205709;-1136.1258076;2700308.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 722-77-15;http://sch1934uv.mskobr.ru
213;POINT (4209511.623199999 7498872.192900002);6570.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1937;ГБОУ СОШ № 1937;109444, г. Москва, Самаркандский бульвар, д. 28, корпус 2;19896.8760135;3686.74706138;2700461.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;377-62-29;http://www.school1937.org
214;POINT (4172011.3282999992 7485777.291500002);6583.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1101;ГБОУ СОШ № 1101;117133, Москва, ул. Академика Варги, дом 34;-1286.404;-3744.32423507;2800497.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;339-77-39;http://sch1101.mosuzedu.ru
215;POINT (4205427.518199999 7492384.344800003);6597.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2012;ГБОУ СОШ № 2012;109559, г. Москва, ул. Верхние поля, д. 47, корпус 1;17604.7226388;18.77806178;2705793.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;658-49-94;http://sc2012.ru
216;POINT (4184799.2896 7459836.397200003);6612.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1176;ГБОУ СОШ № 1176;117148, г. Москва, улица Брусилова, дом 29, корпус 1;5968.10225;-18410.4209098;2900173.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;659-23-81;http://sch1176.mosuzedu.ru
217;POINT (4198873.4034 7487739.489500001);6447.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1141;ГБОУ СОШ № 1141;109651, г. Москва, Батайский проезд, дом 21;13907.988275;-2615.30767765;2129869.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;356-43-71;http://www.schoool1141.narod.ru
218;POINT (4178816.9442000017 7477746.378300004);6448.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 18;ГБОУ СОШ № 18;117463, г. Москва, проезд Карамзина, дом 9, корпус 3;2566.533925;-8280.19827067;2108295.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;423-08-33;http://shkola18.taba.ru/
219;POINT (4176662.298799999 7489261.767800003);6468.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 103;ГБОУ СОШ № 103;117485, г.Москва, ул.Академика Волгина, дом 11;1344.466675;-1777.64042732;2800501.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;336-65-33;http://school103.narod.ru
220;POINT (4178987.3246 7478020.686300002);6470.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 107;ГБОУ СОШ № 107;117463, г.Москва, улица Голубинская, дом 28, корпус 2;2662.94225;-8125.12307171;3000591.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;421-82-00;http://www.school107.mosuzedu.ru
221;POINT (4185112.807500001 7487842.873999998);6504.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 536;ГБОУ СОШ № 536;117452, г.Москва, ул.Азовская, д.41;6124.493;-2574.50280536;2108464.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;318-59-09;http://sch536.ru
222;POINT (4174351.2021999992 7492511.394699998);6530.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 693;ГБОУ СОШ № 693;117593, г. Москва, Соловьиный проезд, дом 4, корпус 3;37.546966;55.614374999999995;2108155.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;426-79-11;http://www.school693.ru
223;POINT (4174351.1691999994 7492511.376100004);6546.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 790;ГБОУ СОШ № 790;117588, г. Москва, Новоясеневский проспект, дом 24, корпус 3;37.528431;55.603880999999994;2800992.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;427-68-01;http://kadet790.ru
224;POINT (4203123.188900001 7492319.816600002);6590.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1968;ГБОУ СОШ № 1968;10934, г. Москва, ул. Верхние поля, д. 30;16302.24275;-22.62958856;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;658-52-67;http://school1968.ru/
225;POINT (4203486.7705999985 7492872.319200002);6591.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1986 имени Героя Советского Союза М.П.Судакова;ГБОУ СОШ № 1986;109559, г. Москва, ул. Новороссийская, д. 36;16506.6072015;289.78240874;2704980.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;359-55-01;http://schuv1986.mskobr.ru
226;POINT (4176760.3698999994 7480622.326700002);6614.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1199 ""Лига Школ""";"ГБОУ СОШ № 1199 ""Лига Школ""";117574, г.Москва, Новоясеневский проспект, дом 16, корп. 2;1401.30890775;-6655.65369468;2108161.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;427-59-45;http://www.liga1199.ru
227;POINT (4174351.020199999 7492511.823200002);6675.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 172;ГБОУ СОШ № 172;125481, г. Москва, ул. Фомичевой, д. 5, кор.1;37.444119;55.856109;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;492-83-22;http://school-172.ru
228;POINT (4164837.0876 7529584.414999999);6689.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 827;ГБОУ СОШ № 827;125373, г. Москва, ул. Героев Панфиловцев, д. 35, кор. 2;-5314.29505;20921.1801223;2113823.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 496-55-29;http://www.ds1861.mskobr.ru
229;POINT (4176105.6653999984 7465543.698100001);6749.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1946;ГБОУ СОШ № 1946;117042, г.Москва, ул. Южнобутовская, д. 135 А;1032.33834203;-15182.4714439;2900029.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;715-26-37;http://sch1946.wmsite.ru
230;POINT (4176541.0656999983 7466546.6027000025);6750.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1961;ГБОУ СОШ № 1961;117042, г. Москва, ул. Южнобутовская, д. 76, корп. 1;1279.17643918;-14614.7759102;2900159.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;715-80-54;http://www.sch1961.ru
231;POINT (4178664.839899998 7469357.229999997);6765.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1994;ГБОУ СОШ № 1994;117042, г. Москва, Аллея Витте, дом 2, корп. 1;2482.89845;-13023.890518;2900462.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;717-90-45;http://school1994.ru/
232;POINT (4174351.279100001 7492511.6787);6797.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 128;ГБОУ СОШ № 128;125047 г. Москва, 2-ая Тверская -Ямская ул., д.46;37.590497;55.774558999999996;2118102.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;251-96-00;http://schc128.mskobr.ru/
233;POINT (4174351.343199998 7492511.596000001);6827.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 555;ГБОУ СОШ № 555;115093 г. Москва, ул. Б. Серпуховская, д. 13;37.626678;55.727959;2101922.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;236-21-82;http://couo.ru/school/555_1/index.html
234;POINT (4174351.342099998 7492511.622900002);6857.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1323;ГБОУ СОШ № 1323;115035 г. Москва, ул. Б. Ордынка, д.15, стр.1;37.626062999999995;55.743083;4306716.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;951-28-28;http://1323.ru
235;POINT (4185655.0135999992 7517783.8374999985);6997.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 259;ГБОУ СОШ № 259;127018, г. Москва, ул. Двинцев, д. 10;6406.96805;14292.465328;2307023.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 689-51-33; (495) 689-81-36; (495) 689-75-65";http://sch259.svao.mskobr.ru
236;POINT (4189615.6761000007 7528754.977300003);7010.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 297;ГБОУ СОШ № 297;129323, г. Москва, 1-й Ботанический проезд, дом 2;8626.53545;20460.3132093;2125337.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 180-41-85; (499) 180-84-85; (495) 656-66-12; (499) 180-82-04; (499) 180-11-04; (495) 656-65-86";http://sch297.svao.mskobr.ru/
237;POINT (4174351.270300001 7492511.769699998);7047.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 968;ГБОУ СОШ № 968;127322, г.Москва, ул.Милашенкова, д.10В;37.585516999999996;55.825868;2114156.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;639-51-21;http://school-968.ucoz.ru/
238;POINT (4196565.804299999 7531850.730099998);7053.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1096;ГБОУ СОШ № 1096;129337, г. Москва, улица Палехская, дом 10;12531.99025;22207.4578253;2301924.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 188-51-01;http://school1096.narod.ru
239;POINT (4210200.088399999 7522429.9092999995);7280.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 316;ГБОУ СОШ № 316;107589, г. Москва, улица  Алтайская, д. 26 А;20224.5252;16945.7544124;2400667.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;467-63-40;http://www.lvv316.narod2.ru
240;POINT (4199953.382800002 7521415.4782000035);7298.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 362;ГБОУ СОШ № 362;107150, г. Москва, ул. Ивантеевская, 32А;14456.5002;16352.8815508;2109440.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 160-12-20;http://362.su/
241;POINT (4208371.783 7509583.247100003);7335.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 406;ГБОУ СОШ № 406;111399, Москва, Зеленый проспект, дом 59;19226.6637;9716.57384971;2122255.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;301-35-49;http://school-406.ru
242;POINT (4144787.1119000018 7556652.390500002);7349.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 616;ГБОУ СОШ № 616;124489, г. Москва, Зеленоград, корп.621А;-16535.306775;36119.1739667;2117094.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 734-15-93;http://schzg616.mskobr.ru
243;POINT (4186898.285500001 7529162.671700001);7350.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №617 имени генерала Д.Ф.Алексеева;ГБОУ СОШ № 617;124498, г. Москва, Зеленоград, Березовая аллея, д. 7А;7097.25871985;20686.4923854;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;734-12-36;http://zou.ru/s617test/
244;POINT (4139204.4554000013 7554143.246399999);7364.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 897;ГБОУ СОШ №897;124527, г. Москва, Зеленоград, корпус 844;-19671.4378;34728.5136611;3700002.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 732-62-21;http://s897.zouo.ru
245;POINT (4136728.2989999987 7555621.118100002);7392.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1149;ГБОУ СОШ № 1149;124617, г. Москва, Зеленоград, корп. 1464;-21055.9724;35562.0694357;2133228.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 717-02-01;http://schzg1149mskobr.ru/
246;POINT (4168752.331700001 7494132.147);7406.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 816;ГБОУ СОШ № 816;119361 г.Москва, ул. Б.Очаковская, д.39, к.2,3;-3126.7110000000002;970.98087802;2117029.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 430-51-10;http://sch816.mskzapad.ru
247;POINT (4170449.2364000008 7500047.124200001);7408.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 914;ГБОУ СОШ № 914;119517 г.Москва, ул.Матвеевская, д. 34, корп. 2;-2165.89975;4304.88323437;2111925.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 441-30-10; (495) 441-25-18";http://ds677.mskzapad.ru
248;POINT (4168469.8475 7494478.244000003);7411.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2025;ГБОУ СОШ № 2025;119361, г.Москва, ул. Б.Очаковская, д.42, корпус 2.;-3286.20687133;1166.2833512;3102458.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 726-15-89;http://sch2025.mskzapad.ru/
249;POINT (4209556.262200002 7521660.348399997);7421.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 766;ГБОУ СОШ № 766;107497, г. Москва, Байкальская ул., д.44;19863.950100000002;16511.655323;2114470.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;467-57-95;http://sch766.narod.ru
250;POINT (4200718.8664 7502322.968599997);6423.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 841;ГБОУ СОШ № 841;109518, город Москва, Волжский бульвар, дом 6, корпус 4;14924.000100000001;5611.56683481;2130181.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;177-56-77;http://schuv841.mskobr.ru
251;POINT (4202143.614 7488467.579400003);6433.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1043;ГБОУ СОШ № 1043;109652, г. Москва, ул. Люблинская, дом 173;15756.2504676;-2198.17140375;2138775.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;658-57-83;http://schuv1043.mskobr.ru
252;POINT (4180836.712299999 7491974.780000001);6437.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 3;ГБОУ СОШ № 3;117420, г. Москва, улица Новочеремушкинская, дом 62, корпус 2;3703.941475;-245.65265197;2108637.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;331-08-22;http://school3.msk.ru
253;POINT (4182352.5297 7495370.658);6438.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 4;ГБОУ СОШ № 4;117218, г.Москва, ул.Профсоюзная, д. 9А;4558.93775;1670.36535598;2108483.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 125-37-94;http://school4.mosuzedu.ru
254;POINT (4172574.4310999997 7487888.196800001);6465.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 51;ГБОУ СОШ № 51;117513, г.Москва, Ленинский пр-т, дом 125, корп.4;-967.5063749999999;-2552.84181137;2108306.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 438-24-56;http://gou51.mosuzedu.ru
255;POINT (4176351.133200001 7486643.659000002);6472.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 113;ГБОУ СОШ № 113;117437, г.Москва, ул. Профсоюзная, дом 118-Б;1168.83625;-3255.35722248;2800629.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;335-92-77;http://www.school113.ru
256;POINT (4174351.1944000013 7492511.3684);6479.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 156;ГБОУ СОШ № 156;117463, г.Москва, улица Паустовского, дом 5, корпус 2;37.542622;55.599562;19098.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;422-24-22;http://www.156.ru
257;POINT (4185441.667300001 7495923.004100002);6493.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 520;ГБОУ СОШ №520;117447, г.Москва, ул.Винокурова, д.19;6304.091;1983.91080282;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 724-23-00;http://www.s520.mosuzedu.ru
258;POINT (4185587.0868000016 7488958.673199996);6503.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 535;ГБОУ СОШ № 535;117452, г. Москва, ул. Азовская, д.31;6391.859;-1944.40306233;2108463.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;310-54-22;http://sosh535.ru
259;POINT (4214042.8508 7495072.704400003);6568.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1935;ГБОУ СОШ № 1935;109431, г. Москва, ул. Авиаконструктора Миля, дом 18, корпус 2;22467.1285086;1557.13070073;2703588.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 704-08-40; (495) 704-26-11; (495) 705-85-11";http://sch1935.uvuo.ru
