"1_Номер разрешения";"1_Номер ТС";"1_Наименование";"1_Номер бланка разрешения";"1_Марка, модель ТС";"1_ИНН";"1_ОГРН"
"09631";"А816РА197";"ЗАО Киселиха";"МСК 010011";"FORD FOCUS";"7713686642";"1097746284602"
"09635";"А423ОН197";"ЗАО Киселиха";"МСК 010015";"CHEVROLET KLAN (J200/CHEVROLE LA)";"7713686642";"1097746284602"
"09636";"А892ОН197";"ЗАО Киселиха";"МСК 010016";"CHEVROLET KLAN (J200/CHEVROLE LA)";"7713686642";"1097746284602"
"09640";"Х847ОС197";"ООО Автобаза №1";"МСК 009817";"CHEVROLET KLAN J200/LACHETTI";"7729656636";"1107746430274"
"01377";"А845НО197";"ООО ПАТ";"МСК 001423";"Skoda Octavia";"7728747094";"1107746708442"
"01382";"М639ВР197";"ООО ПАТ";"МСК 001428";"Chevrolet Klal Epika";"7728747094";"1107746708442"
"01387";"Т985НК197";"ООО ПАТ";"МСК 001434";"Skoda Octavia";"7728747094";"1107746708442"
"01392";"Р761НЕ197";"ООО ПАТ";"МСК 001439";"Skoda Octavia";"7728747094";"1107746708442"
"01399";"У698ЕМ190";"Сайфутдинов Сергей Борисович";"МСК 001394";"Hyundai Elantra 1.6 GLS AT";"505009506764";"304505024300200"
"01406";"К953РН32";"Болотин  Сергей  Валентинович";"МСК 001310";"Hyundai Accent";"325506220610";"310325631400192"
"01413";"Е488МТ197";"Тома Николай Алексеевич";"МСК 001386";"Kia ED (CEE'D)";"773006413941";"310774611101068"
"01421";"Р065ХТ199";"Анкин Михаил Николаевич";"МСК 001391";"А21 VORTEX ESTINA";"772765070810";"306770000199271"
"01429";"Н445СВ77";"Доронин Сергей Николаевич";"МСК 025661";"VOLKSWAGEN TOURAN";"772813506150";"307770000398361"
"01430";"У376КЕ199";"Парамонов Олег Васильевич";"МСК 001456";"Ford Fokus";"771503372723";"306770000021627"
"01437";"В284ТС199";"АВЕРБУХ АЛЕКСАНДР ДАВИДОВИЧ";"МСК 001458";"CHRYSLER Voyager";"772310664087";"306770000064375"
"01438";"С179ХУ197";"Гаязов Рамиль Мансурович";"МСК 022743";"VOLKSWAGEN TIGUAN";"771603846590";"309774605601057"
"01446";"О590АХ199";"ООО ЮВ ТРАНС";"МСК 001499";"Renault Logan SR";"7723626730";"1077759723997"
"01447";"Р866МЕ199";"ООО ЮВ ТРАНС";"МСК 001500";"Renault Logan SR";"7723626730";"1077759723997"
"01451";"Х339АС197";"ООО ЮВ ТРАНС";"МСК 001504";"Hyundai Sonata";"7723626730";"1077759723997"
"01452";"О992АХ199";"ООО ЮВ ТРАНС";"МСК 001505";"Renault Logan SR";"7723626730";"1077759723997"
"01456";"Х962ХВ199";"ООО ЮВ ТРАНС";"МСК 001509";"Renault Logan SR";"7723626730";"1077759723997"
"01457";"О152АУ197";"ООО ЮВ ТРАНС";"МСК 001510";"Hyundai Sonata";"7723626730";"1077759723997"
"01461";"Н412РО199";"ООО ЮВ ТРАНС";"МСК 001514";"Hyundai Sonata";"7723626730";"1077759723997"
"01462";"Н415РО199";"ООО ЮВ ТРАНС";"МСК 001515";"Hyundai Sonata";"7723626730";"1077759723997"
"01466";"О592АХ199";"ООО ЮВ ТРАНС";"МСК 001519";"Renault Logan SR";"7723626730";"1077759723997"
"01467";"Р886МЕ199";"ООО ЮВ ТРАНС";"МСК 001520";"Renault Logan SR";"7723626730";"1077759723997"
"01471";"Н895АХ199";"ООО ЮВ ТРАНС";"МСК 001470";"Renault Logan SR";"7723626730";"1077759723997"
"01472";"О328АР199";"ООО ЮВ ТРАНС";"МСК 001471";"Renault Logan SR";"7723626730";"1077759723997"
"01476";"Н636АУ197";"ООО ЮВ ТРАНС";"МСК 001475";"Hyundai Sonata";"7723626730";"1077759723997"
"01477";"Н278РО199";"ООО ЮВ ТРАНС";"МСК 001476";"Hyundai Sonata";"7723626730";"1077759723997"
"01481";"Х497АР199";"ООО ЮВ ТРАНС";"МСК 001480";"Renault Logan SR";"7723626730";"1077759723997"
"01482";"В210ВА199";"ООО ЮВ ТРАНС";"МСК 001481";"Renault Logan SR";"7723626730";"1077759723997"
"01486";"О329АР199";"ООО ЮВ ТРАНС";"МСК 001485";"Renault Logan SR";"7723626730";"1077759723997"
"01487";"О591АХ199";"ООО ЮВ ТРАНС";"МСК 001486";"Renault Logan SR";"7723626730";"1077759723997"
"01491";"Х494АР199";"ООО ЮВ ТРАНС";"МСК 001490";"Renault Logan SR";"7723626730";"1077759723997"
"01492";"О151АУ197";"ООО ЮВ ТРАНС";"МСК 001491";"Hyundai Sonata";"7723626730";"1077759723997"
"01496";"Р881МЕ199";"ООО ЮВ ТРАНС";"МСК 001495";"Renault Logan SR";"7723626730";"1077759723997"
"01497";"Р867МЕ199";"ООО ЮВ ТРАНС";"МСК 001496";"Renault Logan SR";"7723626730";"1077759723997"
"01625";"Р822АА199";"ООО Дон-Авто";"МСК 001654";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01626";"О461ХН177";"ООО Дон-Авто";"МСК 001655";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01632";"Р823АА199";"ООО Дон-Авто";"МСК 001661";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01633";"Р732КК199";"ООО Дон-Авто";"МСК 001662";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01639";"Н250ЕУ199";"ООО Дон-Авто";"МСК 001668";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01640";"Н249ЕУ199";"ООО Дон-Авто";"МСК 001669";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01646";"Р574АА199";"ООО Дон-Авто";"МСК 001675";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01647";"Р415АА199";"ООО Дон-Авто";"МСК 001676";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01653";"ВО66577";"ООО Дон-Авто";"МСК 001682";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01654";"ВО38077";"ООО Дон-Авто";"МСК 001683";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01660";"Н137ЕУ199";"ООО Дон-Авто";"МСК 001689";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01661";"Н135ЕУ199";"ООО Дон-Авто";"МСК 001690";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01667";"А474НС199";"ООО Дон-Авто";"МСК 001696";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01668";"К274МЕ199";"ООО Дон-Авто";"МСК 001697";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01674";"В207ВН199";"ООО Дон-Авто";"МСК 001703";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01675";"В042ВН199";"ООО Дон-Авто";"МСК 001704";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01681";"Р854КК199";"ООО Дон-Авто";"МСК 001710";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01682";"Р733КК199";"ООО Дон-Авто";"МСК 001711";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01688";"А477НС199";"ООО Дон-Авто";"МСК 001717";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01689";"А475НС199";"ООО Дон-Авто";"МСК 001718";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01696";"В785НВ199";"ООО Дон-Авто";"МСК 001725";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01699";"Р053КК199";"ООО Дон-Авто";"МСК 001728";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01703";"К014АВ197";"ООО Дон-Авто";"МСК 001732";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01706";"В809НВ199";"ООО Дон-Авто";"МСК 001735";"HYUNDAI SONATA";"7727228459";"1027727010046"
"01709";"ЕМ20877";"ООО НЖТ-ЮГ";"МСК 002003";"FORD FOCUS";"7719730841";"1097746542365"
"01712";"ЕМ47877";"ООО НЖТ-ЮГ";"МСК 002006";"FORD FOCUS";"7719730841";"1097746542365"
"01716";"ЕМ34777";"ООО НЖТ-ЮГ";"МСК 002010";"FORD FOCUS";"7719730841";"1097746542365"
"01719";"ЕМ35577";"ООО НЖТ-ЮГ";"МСК 002013";"FORD FOCUS";"7719730841";"1097746542365"
"01723";"ЕМ45777";"ООО НЖТ-ЮГ";"МСК 002016";"FORD FOCUS";"7719730841";"1097746542365"
"01726";"ЕМ46277";"ООО НЖТ-ЮГ";"МСК 002019";"FORD FOCUS";"7719730841";"1097746542365"
"01730";"ЕВ96177";"ООО НЖТ-ЮГ";"МСК 002023";"FORD FOCUS";"7719730841";"1097746542365"
"01733";"ЕМ12877";"ООО НЖТ-ЮГ";"МСК 002026";"FORD FOCUS";"7719730841";"1097746542365"
"01738";"ЕМ15077";"ООО НЖТ-ЮГ";"МСК 002031";"FORD FOCUS";"7719730841";"1097746542365"
"01750";"О018ТА197";"Гуревич Осип Акивович";"МСК 015981";"VOLKSWAGEN PASSAT";"772410855053";"309774610001253"
"01757";"ЕМ27377";"ООО НЖТ-ВОСТОК";"МСК 001971";"FORD FOCUS";"7719750140";"1107746402246"
"01764";"ЕМ24877";"ООО НЖТ-ВОСТОК";"МСК 001978";"FORD FOCUS";"7719750140";"1107746402246"
"01771";"ЕМ12577";"ООО НЖТ-ВОСТОК";"МСК 001984";"FORD FOCUS";"7719750140";"1107746402246"
"01780";"ЕМ48377";"ООО НЖТ-ВОСТОК";"МСК 001993";"FORD FOCUS";"7719750140";"1107746402246"
"01787";"ЕМ48677";"ООО НЖТ-ВОСТОК";"МСК 002000";"FORD FOCUS";"7719750140";"1107746402246"
"01794";"О074ХВ199";"ООО Ритм жизни";"МСК 001769";"Renault SR";"7714636130";"1067746273198"
"01801";"К497ЕМ197";"ООО Ритм жизни";"МСК 001776";"Renault SR";"7714636130";"1067746273198"
"01808";"Е714УК199";"ООО Ритм жизни";"МСК 001783";"Renault Logan SR";"7714636130";"1067746273198"
"01815";"К368ТЕ199";"ООО Ритм жизни";"МСК 001790";"Renault SR";"7714636130";"1067746273198"
"01817";"К480УА199";"ООО Ритм жизни";"МСК 001792";"Renault SR";"7714636130";"1067746273198"
"01822";"Т622ТК199";"ООО Ритм жизни";"МСК 001797";"Renault Logan SR";"7714636130";"1067746273198"
"01827";"К588УА199";"ООО Ритм жизни";"МСК 001802";"Renault Logan SR";"7714636130";"1067746273198"
"01834";"Х572НК177";"Баранов Владимир Викторович";"МСК 001747";"Iran Khodro Samand";"772850744121";"310774603400767"
"01841";"Х793СУ199";"ОООСтиль-Моторс";"МСК 001819";"HYUNDAI N1 2.5 MT";"7727235350";"1037727000893"
"01848";"Р722КК199";"ОООСтиль-Моторс";"МСК 001826";"HYUNDAI TG 2.7 GLS AT";"7727235350";"1037727000893"
"01855";"А366ВУ199";"ОООСтиль-Моторс";"МСК 001833";"HYUNDAI TG 2.7 GLS AT";"7727235350";"1037727000893"
"01862";"К379ЕН197";"ОООСтиль-Моторс";"МСК 001840";"SKODA SURERV";"7727235350";"1037727000893"
"01869";"К378ЕН197";"ОООСтиль-Моторс";"МСК 001847";"SKODA SURERV";"7727235350";"1037727000893"
"01876";"Е409ТН199";"ОООСтиль-Моторс";"МСК 001854";"KIA FG KARENS";"7727235350";"1037727000893"
"01883";"В373НВ199";"ОООСтиль-Моторс";"МСК 001861";"HYUNDAI SONATA";"7727235350";"1037727000893"
"01890";"К375АВ197";"ОООСтиль-Моторс";"МСК 001868";"KIA FG (SARENS/UN)";"7727235350";"1037727000893"
"01897";"К365АВ197";"ОООСтиль-Моторс";"МСК 001875";"KIA FG (SARENS/UN)";"7727235350";"1037727000893"
"01904";"В993ЕС197";"ОООСтиль-Моторс";"МСК 001882";"SKODA OCTAVIA";"7727235350";"1037727000893"
"01911";"В108НВ199";"ОООСтиль-Моторс";"МСК 001889";"HYUNDAI SONATA";"7727235350";"1037727000893"
"01918";"Е356ТН199";"ОООСтиль-Моторс";"МСК 001896";"KIA FG";"7727235350";"1037727000893"
"01925";"У903КР199";"ОООСтиль-Моторс";"МСК 001903";"HYUNDAI SONATA NF";"7727235350";"1037727000893"
"01932";"С618ЕК197";"ОООСтиль-Моторс";"МСК 001910";"SKODA OSTAVIA";"7727235350";"1037727000893"
"01934";"Е933ЕА197";"ОООСтиль-Моторс";"МСК 001912";"SKODA OCTAVIA";"7727235350";"1037727000893"
"01940";"Т422ВС197";"ОООСтиль-Моторс";"МСК 001918";"SKODA OSTAVIA";"7727235350";"1037727000893"
"01941";"В987ЕС197";"ОООСтиль-Моторс";"МСК 001919";"SKODA OCTAVIA";"7727235350";"1037727000893"
"01947";"Т263ВС197";"ОООСтиль-Моторс";"МСК 001925";"SKODA OSTAVIA";"7727235350";"1037727000893"
"01948";"В635ЕС197";"ОООСтиль-Моторс";"МСК 001926";"SKODA OCTAVIA";"7727235350";"1037727000893"
"01954";"Т259ВС197";"ОООСтиль-Моторс";"МСК 001932";"SKODA OSTAVIA";"7727235350";"1037727000893"
"01955";"А862ВУ199";"ОООСтиль-Моторс";"МСК 001933";"HYUNDAI SONATA NF";"7727235350";"1037727000893"
"01961";"В639ЕС197";"ОООСтиль-Моторс";"МСК 001939";"SKODA OCTAVIA";"7727235350";"1037727000893"
"01962";"А683ВУ199";"ОООСтиль-Моторс";"МСК 001940";"HYUNDAI SONATA";"7727235350";"1037727000893"
"01968";"С995ТХ199";"ОООСтиль-Моторс";"МСК 001946";"KIA FG KARENS UN";"7727235350";"1037727000893"
"01969";"Х491ВС197";"КОЧУГОВ ВЯЧЕСЛАВ НИКОЛАЕВИЧ";"МСК 001807";"CHEVROLET KLAN J200/LACETTI";"772919837699";"310774621700043"
"01975";"О047СА150";"Козлов Александр Валентинович";"МСК 001750";"Chevrolet Lanos";"504804661361";"306504810000015"
"01976";"С192НТ190";"Беляков Алексей Алексеевич";"МСК 001751";"Hyundai Elantra 1.6 GLSAT";"504709043340";"305504727300013"
"01982";"В857КН76";"Кондратьев Алексей Александрович";"МСК 019036";"ШЕВРОЛЕ KLAN/LACETTI";"760204526350";"306760209300015"
"01983";"Е751СЕ199";"Шапошников Алексей Владимирович";"МСК 001753";"ZAZ SENS TF488R91";"773509926555";"307770000030557"
"01989";"Е424НО150";"Горелов Константин Андреевич";"МСК 001758";"Citroen Berlingo";"501200459750";"304501229600144"
"01990";"С838МА67";"Канашенков Алексей Вячеславович";"МСК 001951";"TOЙOTA CAMRY";"672301292400";"308672302800011"
"01996";"ЕМ48877";"ООО НЖТ-ЗАПАД";"МСК 002042";"FORD FOCUS";"7719755444";"1107746566542"
"01997";"ЕВ82577";"ООО НЖТ-ЗАПАД";"МСК 002043";"FORD FOCUS";"7719755444";"1107746566542"
"02003";"ЕМ38177";"ООО НЖТ-ЗАПАД";"МСК 002049";"FORD FOCUS";"7719755444";"1107746566542"
"02008";"ЕВ93577";"ООО НЖТ-ЗАПАД";"МСК 002053";"FORD FOCUS";"7719755444";"1107746566542"
"02013";"ЕМ31777";"ООО НЖТ-ЗАПАД";"МСК 002058";"FORD FOCUS";"7719755444";"1107746566542"
"02018";"ЕМ37577";"ООО НЖТ-ЗАПАД";"МСК 002062";"FORD FOCUS";"7719755444";"1107746566542"
"02023";"ЕМ30777";"ООО НЖТ-ЗАПАД";"МСК 002067";"FORD FOCUS";"7719755444";"1107746566542"
"02028";"ЕМ37977";"ООО НЖТ-ЗАПАД";"МСК 002071";"FORD FOCUS";"7719755444";"1107746566542"
"02033";"ЕМ30477";"ООО НЖТ-ЗАПАД";"МСК 002076";"FORD FOCUS";"7719755444";"1107746566542"
"02038";"ЕМ31677";"ООО НЖТ-ЗАПАД";"МСК 002101";"FORD FOCUS";"7719755444";"1107746566542"
"02043";"ЕМ37777";"ООО НЖТ-ЗАПАД";"МСК 002085";"FORD FOCUS";"7719755444";"1107746566542"
"02048";"ЕВ85777";"ООО НЖТ-ЗАПАД";"МСК 002090";"FORD FOCUS";"7719755444";"1107746566542"
"02055";"ЕМ40977";"ООО НЖТ-ЗАПАД";"МСК 002096";"FORD FOCUS";"7719755444";"1107746566542"
"02060";"У371УХ177";"Крамаренко Наталья Григорьевна";"МСК 001953";"PEUGEOT 407";"772633993900";"304770000283397"
"02067";"К888КС97";"Орешкин Андрей Викторович";"МСК 001962";"VOLKSWAGEN TUAREG";"773600220399";"307770000567078"
"02074";"К042АО197";"ЩЕПИН АЛЕКСЕЙ АНАТОЛЬЕВИЧ";"МСК 002106";"GAZ 24";"772465202470";"310774633401462"
"02077";"К384АК190";"Логвинов Анатолий Алексеевич";"МСК 002112";"CHEVROLET LACETTI";"070505601135";"305507402600140"
"02081";"ЕН10777";"ООО Матрикс";"МСК 002275";"Ford Mondeo";"7717611969";"1087746227040"
"02086";"ЕН10977";"ООО Матрикс";"МСК 002280";"Ford Mondeo";"7717611969";"1087746227040"
"02091";"Е132МА197";"ООО Матрикс";"МСК 002285";"Ford Mondeo";"7717611969";"1087746227040"
"02096";"ЕО02977";"ООО Матрикс";"МСК 002290";"Ford Mondeo";"7717611969";"1087746227040"
"02101";"ЕН11377";"ООО Матрикс";"МСК 002295";"Ford Mondeo";"7717611969";"1087746227040"
"02106";"ЕН10877";"ООО Матрикс";"МСК 002300";"Ford Mondeo";"7717611969";"1087746227040"
"02111";"ЕН17077";"ООО Матрикс";"МСК 002305";"Ford Mondeo";"7717611969";"1087746227040"
"02116";"В874КХ197";"ООО Матрикс";"МСК 002310";"Ford Mondeo";"7717611969";"1087746227040"
"02118";"ЕН17377";"ООО Матрикс";"МСК 002312";"Ford Mondeo";"7717611969";"1087746227040"
"02123";"ЕН11477";"ООО Матрикс";"МСК 002317";"Ford Mondeo";"7717611969";"1087746227040"
"02130";"Х748НВ199";"КОНДРАТЮК СЕРГЕЙ НИКОЛАЕВИЧ";"МСК 002108";"Ford Focus";"774306773841";"308770000119111"
"02133";"ВЕ71077";"ООО ТАКСИ";"МСК 002132";"PEUGEOT PARTNER";"7714526095";"1037789018849"
"02134";"ВЕ56777";"ООО ТАКСИ";"МСК 002133";"PEUGEOT PARTNER";"7714526095";"1037789018849"
"02138";"ВЕ71977";"ООО ТАКСИ";"МСК 002137";"PEUGEOT PARTNER";"7714526095";"1037789018849"
"02139";"ВН70177";"ООО ТАКСИ";"МСК 002138";"PEUGEOT PARTNER";"7714526095";"1037789018849"
"02143";"ВЕ60077";"ООО ТАКСИ";"МСК 002142";"PEUGEOT PARTNER";"7714526095";"1037789018849"
"11993";"Р989КК177";"Попов Александр Николаевич";"МСК012335";"FORD FOCUS";"772814343438";"311774635700201"
"11996";"м543он190";"Бурова Оксана Андреевна";"МСК012352";"nissan tiida 1.6";"502713007221";"311502722800036"
"12005";"к 041мн190";"Петров Владимир Викторович";"МСК012353";"volga siber";"501210779090";"311501233200021"
"12012";"У490ЕА197";"КОКОРЕВ ДЕНИС АЛЕКСАНДРОВИЧ";"МСК012370";"RENAULT SR";"773574088825";"310774634200215"
"12019";"М867РТ40";"Рахимов Анварджон Мамаджанович";"МСК 012383";"SUZUKI ЛИАНА";"401300962033";"311400132900026"
"12066";"Т055ВХ197";"Турков Евгений Николаевич";"МСК 012423";"BMW 525D";"772776773116";"311774636100407"
"12067";"О925ХМ197";"АББАСОВ ИНТАСИМ КЯМАЛ ОГЛЫ";"МСК 030297";"VAZ 21112";"773165165500";"311774601400503"
"12073";"М926РМ199";"Черкасов Владимир Вячеславович";"МСК 012435";"FORD MONDEO";"773771297105";"308774633900169"
"12074";"С379РХ197";"Коновалов Андрей Анатольевич";"МСК012357";"DODGE CARAVAN";"773300330337";"309774610400691"
"12080";"Е837НА197";"АШКАШИДЗЕ ТЕЙМУРАЗ ДАВИДОВИЧ";"МСК 012427";"VAZ 21099";"772393254395";"311774636101110"
"12081";"Н112РК197";"ЕВДОКИМОВ ИЛЬЯ ВЛАДИМИРОВИЧ";"МСК 012431";"CHEVROLET CRUZE";"773701343809";"308770000238570"
"12087";"С532РУ197";"ООО Городское Такси";"МСК012442";"CHEVROLET LACETTI";"7716504428";"1047796130733"
"12088";"А291НС197";"Шестаков Андрей Владимирович";"МСК 012451";"FORD FOCUS";"772472450642";"308774636600203"
"12094";"С726НК197";"КАРИМОВ ЖАВЛОНБЕК ТУРСУНОВИЧ";"МСК 012438";"CHEVROLET CRUZE";"772800372238";"311774635400800"
"12095";"Р406ОР199";"ЗЕЛЕНЦОВ АНАТОЛИЙ ИВАНОВИЧ";"МСК012443";"RENAULT SR";"773400363791";"311774625600307"
"12101";"К846РА197";"ООО Зеленоградское такси";"МСК012456";"Chevrolet Lacetti";"7735106398";"1027700586484"
"12102";"У803МА197";"ООО Зеленоградское такси";"МСК012457";"Chevrolet KLAN (J200/CHEVROLET)";"7735106398";"1027700586484"
"12108";"Х628МТ197";"ООО Зеленоградское такси";"МСК012463";"Chevrolet CRUZE";"7735106398";"1027700586484"
"12109";"У543КР197";"ООО Зеленоградское такси";"МСК012464";"Chevrolet KLAN J200/LACHETTI";"7735106398";"1027700586484"
"12115";"К407КН197";"ООО Зеленоградское такси";"МСК012470";"Chevrolet KLAN (J200/LACETTI)";"7735106398";"1027700586484"
"12116";"В983ОМ197";"ООО Зеленоградское такси";"МСК012471";"Chevrolet KLAN J200/LACETTI";"7735106398";"1027700586484"
"12122";"А093МС197";"ООО Зеленоградское такси";"МСК012477";"Chevrolet KLAN J200/LATSETTI";"7735106398";"1027700586484"
"12123";"К508РЕ197";"ООО Зеленоградское такси";"МСК012478";"Chevrolet KLAN (J200/LACETTI)";"7735106398";"1027700586484"
"12129";"К968ОА197";"ООО Зеленоградское такси";"МСК012484";"Chevrolet KLAN J200/LACHETTI";"7735106398";"1027700586484"
"12130";"К780РА197";"ООО Зеленоградское такси";"МСК012485";"Chevrolet KLAN (J200/LATSETTI)";"7735106398";"1027700586484"
"12137";"А462РМ197";"ООО Ноябрь Плюс";"МСК 012490";"RENAULT LOGAN SR";"7733713929";"1097746627813"
"12138";"С801АЕ197";"ООО Ноябрь Плюс";"МСК 012491";"RENAULT LOGAN SR";"7733713929";"1097746627813"
"12144";"К678УМ64";"ПОЛЯКОВ СЕРГЕЙ НИКОЛАЕВИЧ";"МСК012444";"FORD FOCUS";"644007955337";"311644018500025"
"12145";"Х041ТУ199";"Комарова Татьяна Сергеевна";"МСК 012439";"Subaru Legacy";"027504584449";"311774636100526"
"12151";"А534НС97";"Чалков Андрей Юрьевич";"МСК012445";"Ford Escape";"772733729754";"311774635601241"
"12152";"Е758КВ199";"КОНДРАТЬЕВ СЕРГЕЙ ВЛАДИМИРОВИЧ";"МСК 012448";"RENAULT KANGU AU2 14 96";"772465186323";"310774604800552"
"12158";"Т651РО197";"НУЦУБИДЗЕ ТЕЙМУРАЗ УШАНГИЕВИЧ";"МСК 012440";"MITSUBISHI LANCER 1.6";"771565287958";"311774633600853"
"12159";"Т558РС197";"Елисеев Игорь Владимирович";"МСК012505";"CHEVROLET CRUZE";"773712645696";"311774611001014"
"12165";"Х903УВ177";"КУРСОВА СВЕТЛАНА ВАСИЛЬЕВНА";"МСК 012511";"KIA MAGENTIS";"771909979734";"309774610400732"
"12166";"С907МА197";"Восканян Артём Мкртичович";"МСК012512";"Chevrolet Klan (J200/CHEVROLET)";"772965161408";"309774633600892"
"12172";"С770НН197";"МОСИН ОЛЕГ ЮРЬЕВИЧ";"МСК 012517";"FORD FOCUS";"772003900800";"311774636101306"
"12173";"В274СО197";"ПОПАДИН ВЛАДИМИР ИВАНОВИЧ";"МСК 024144";"LADA 211440";"773474960224";"311774633601080"
"12179";"М846ЕН199";"МИРОШНИКОВ СЕРГЕЙ АЛЕКСЕЕВИЧ";"МСК012519";"MITSUBISHI LANSER 1.8";"774314510902";"311774605300362"
"12180";"Т948ХЕ197";"ГАСАНОВ НИЗАМИ ИСА ОГЛЫ";"МСК 024887";"MAZDA 6";"772208151334";"310774633500729"
"12186";"Н516СР197";"КОСТИКОВ СТАНИСЛАВ АЛЕКСАНДРОВИЧ";"МСК014161";"RENAULT MEGANE";"772195142516";"309774614900162"
"12187";"М789ТВ71";"Алонцев Николай Валерьевич";"МСК 012533";"CHEVROLET LACETTI";"712300459651";"311715404700161"
"12193";"К284ОА197";"БОДРОВ ВАСИЛИЙ АНАТОЛЬЕВИЧ";"МСК 012537";"FORD FOCUS";"773112574933";"308774631500433"
"12194";"К444ЕА177";"КАРПЕНКО ВАДИМ АЛЕКСЕЕВИЧ";"МСК 012536";"MAZDA 6";"772909724826";"311774635300354"
"12200";"М412КЕ197";"ООО Евро Кар Сервис";"МСК 012546";"CHEVROLET KLAN (J200/LACETTI)";"7703601030";"1067746861170"
"12201";"М411КЕ197";"ООО Евро Кар Сервис";"МСК 012547";"CHEVROLET KLAN (J200/LACETTI)";"7703601030";"1067746861170"
"12207";"М410КЕ197";"ООО Евро Кар Сервис";"МСК 012553";"CHEVROLET KLAN (J200/LACETTI)";"7703601030";"1067746861170"
"12208";"М401КЕ197";"ООО Евро Кар Сервис";"МСК 012554";"CHEVROLET KLAN (J200/LACETTI)";"7703601030";"1067746861170"
"12214";"Е321ЕА197";"ООО Евро Кар Сервис";"МСК 012560";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170"
"12215";"Е320ЕА197";"ООО Евро Кар Сервис";"МСК 012561";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170"
"12221";"Е313ЕА197";"ООО Евро Кар Сервис";"МСК 012567";"CHEVROLET KLAN J200";"7703601030";"1067746861170"
"12222";"Е319ЕА197";"ООО Евро Кар Сервис";"МСК 012568";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170"
"12228";"С045ЕК197";"ООО Евро Кар Сервис";"МСК 012574";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170"
"12229";"С040ЕК197";"ООО Евро Кар Сервис";"МСК 012575";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170"
"12235";"С043ЕК197";"ООО Евро Кар Сервис";"МСК 012581";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170"
"12236";"С041ЕК197";"ООО Евро Кар Сервис";"МСК 012582";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170"
"12242";"Р954КВ199";"ГРОМОВ СЕРГЕЙ ВЛАДИМИРОВИЧ";"МСК012587";"Ford Focus";"773571232453";"311774636101132"
"12243";"К012СТ46";"МОСКАЛЕВ СЕРГЕЙ ВЯЧЕСЛАВОВИЧ";"МСК012541";"CHEVROLET LACETTI";"461603282370";"311461923000042"
"12249";"С111СО77";"Хохлов Александр Александрович";"МСК012593";"MITSUBISHI LANCER 1.6";"262608601210";"311774602600600"
"12250";"В788РР197";"Хохлов Александр Александрович";"МСК012594";"CHEVROLET LACETTI";"262608601210";"311774602600600"
"12256";"А257ХН177";"Павлов Владимир Александрович";"МСК012597";"Daewoo Nexia";"772472065305";"309774634100222"
"01251";"Е303ХМ199";"ООО ЦПК";"МСК 001277";"RENAULT LOGAN SR";"7720583542";"5077746757688"
"01253";"У219АК197";"ООО ЦПК";"МСК 001279";"RENAULT LOGAN SR";"7720583542";"5077746757688"
"01254";"К131НЕ197";"ООО ЦПК";"МСК 001280";"RENAULT SR";"7720583542";"5077746757688"
"01256";"Н913МО197";"ООО ЦПК";"МСК 001282";"RENAULT SR";"7720583542";"5077746757688"
"01258";"Н887МО197";"ООО ЦПК";"МСК 001284";"RENAULT SR";"7720583542";"5077746757688"
"01259";"Е301ХМ199";"ООО ЦПК";"МСК 001285";"RENAULT LOGAN SR";"7720583542";"5077746757688"
"01261";"Н864МО197";"ООО ЦПК";"МСК 001287";"RENAULT SR";"7720583542";"5077746757688"
"01263";"К132НЕ197";"ООО ЦПК";"МСК 001289";"RENAULT SR";"7720583542";"5077746757688"
"01264";"Н865МО197";"ООО ЦПК";"МСК 001290";"RENAULT SR";"7720583542";"5077746757688"
