№ строки	Название	Адрес	Административный округ	Район	Юридический адрес	Телефон	Факс	Сайт	Электронная почта
96	Государственный музей архитектуры им. А.В. Щусева	улица Воздвиженка, д.5/25	ЦАО	Арбат		8 (495) 690-05-51, 8 (495) 697-38-74	8 (495) 697-38-74	www.muar.ru	info@muar.ru
97	Государственный музейно-выставочный центр «РОСИЗО»	ул. Люблинская д.48, стр.1	ЮВАО	Люблино		350-45-76350-12-58(495)350-02-95	(495)350-02-95	www.rosizo.ru	info@rosizo.ru
98	Государственный центр современного искусства (ГЦСИ)	ул. Зоологическая, д. 13, стр. 2	ЦАО	Пресненский		254-84-92(499)254-18-77254-06-74254-06-74	(499) 254-85-83	www.ncca.ru	admin@ncca.ru
99	Всероссийский художественный научно-реставрационный центр им. академика И.Э. Грабаря	ул. Радио, д.17, корп.6	ЦАО	Басманный		(499) 267-58-22	(499) 261-20-67	www.grabar.ru	grabar@sovintel.ru
100	Государственный центральный музей кино	ул. Мосфильмовская, д.1, корп.3	ЗАО	Раменки		(495) 748-86-98(499) 143-91-38	(495) 748-86-83,	www.museikino.ru	"Pr_museikino@mail.ru Musei15@yandex.ru "
101	Российская государственная библиотека	ул. Воздвиженка, д.3/5	ЦАО	Арбат		(495) 695-73-71	690-60-62	www.rsl.ru	nbros@rsl.ru
102	Палеонтологический музей им.Ю.А.Орлова Палеонтологического института им.А.А.Борисяка РАН	Профсоюзная ул., д.123	ЮЗАО	Ясенево		(495)339-15-00,339-45-44(495)339-05-77(495)339-06-22, 339-68-33,	(495)339-12-66	www.paleo.ru/museum	admin@paleo.ru
103	Музей Красного креста и Красного полумесяца Российской Федерации	Черемушкинский пр., 5	ЮЗАО	Академический		(499) 126-8401	(499) 126-8401	www.museum.ru/M364	museum@redcross.ru
104	Музей истории Российского государственного университета нефти и газа им. И.М.Губкина	Ленинский проспект, д.65	ЮЗАО	Гагаринский		499-155-69-13499-155-69-13495-930-93-52	495-135-88-95	www.gubkin.ru/general/museum	muzeirgu@mail.ru
105	Музей завода "Серп и молот", ведомств.	Таможенный проезд, д.12	ЮВАО	Лефортово		(495) 278-9000, доб.33-18	(495) 278-9000, доб.33-18	museum.ru/M1664	Нет
106	Центральный музей Великой Отечественной войны 1941-1945 гг.	ул. Братьев Фонченко, д.10	ЗАО	Дорогомилово		(499) 148 71 73	(499) 148 71 73	poklonnayagora.ru	нет
107	Государственный центральный музей современной истории России	ул. Тверская, 21	ЦАО	Тверской		(495) 699-61-76, 699-73-27, (495) 699-67-24	(495) 699-61-76, 699-73-27, (495) 699-67-24	www.sovr.ru	sovrhistory@mail.ru
108	Государственный центральный музей современной истории России, Филиал Экспозиционно-мемориальный отдел «Пресня»	Б. Предтеченский пер., д.4	ЦАО	Пресненский		(499) 252-29-00,  (499)252-30-35	(499) 252-29-00,  (499)252-30-35	sovr.ru	sovrhistory@mtu-net.ru
109	Государственный центральный музей современной истории России, Филиал Экспозиция на Делегатской «Мой дом – Россия»	ул. Делегатская, д. 3	ЦАО	Тверской		609-01-63, 609-01-50			
110	Государственный центральный музей современной истории России, Филиал Экспозиционно-мемориальный отдел «Квартира Г.М.Кржижановского»	ул. Садовническая, д.30, стр.1.	ЦАО	Замоскворечье		(495) 953-06-40	(495) 953-06-40	sovr.ru	sovrhistory@mtu-net.ru
111	Государственная Третьяковская галерея	Лаврушинский пер., д. 10	ЦАО	Якиманка		(495) 951 1362, (499) 230 7788, (499) 238 1378, 8(495) 953 3375, 8(495) 957 0792	(495) 951 1362, (499) 230 7788, (499) 238 1378, 8(495) 953 3375, 8(495) 957 0792	www.tretyakovgallery.ru; tretyakov.ru	"tretyakov@ tretyakov.ru pr@tretyakov.ru"
112	Государственная Третьяковская галерея	Крымский Вал, д.10	ЦАО	Якиманка		(495) 951-13-62, (499) 238-13-78, (499) 230-77-88	(495) 951-13-62, (499) 238-13-78, (499) 230-77-88	tretyakovgallery.ru	"tretyakov@tretyakov.ru "
113	Государственная Третьяковская галерея. Музей-мастерская А.С.Голубкиной	Большой Лёвшинский переулок,д.12	ЦАО	Хамовники		(495) 637-56-82, (495) 637-25-64	(495) 637-56-82, (495) 637-25-64	igolubkina.ru	"iimg@miem.edu.ru "
114	Государственная Третьяковская галерея. Музей-квартира А.М.Васнецова	Фурманный переулок, д.6, кв. 21–22	ЦАО	Басманный		8 (495) 608 9045	8 (495) 608 9045	museum.ru/M331	"tretyakov@tretyakov.ru
115	Государственный музей искусства народов Востока	Никитский б-р, д.12-а	ЦАО	Пресненский		(495)691-49-66, 695-45-55	(495)691-49-66, 695-45-55	www.orientmuseum.ru	info@orientmuseum.ru
116	Центральный музей древнерусской культуры и искусства им. А. Рублева	Андроньевская пл., д.10	ЦАО	Таганский		8 (495) 678 14-67	8 (495) 678 14-67	rublev-museum.ru/	cmiar@mail.ru
117	Всероссийский музей декоративно-прикладного и народного искусства	ул. Делегатская, д.3	ЦАО	Тверской		(499) 973-32-14	(499) 973-2578	www.vmdpni.ru	info@vmdpni.ru
118	Государственный музей изобразительного искусства им. А.С. Пушкина	ул. Волхонка, д.12	ЦАО	Хамовники		(495) 697-74-12, (495) 697-74-96	697-46-74	www.arts-musem.ru	piars@artsmuseum.ru
119	Государственный музей изобразительного искусства им. А.С. Пушкина, Филиал «Музей личных коллекций»	ул. Волхонка, д. 10	ЦАО	Хамовники		(495) 697-74-12, (495) 697-74-96, (495) 697-16-10	(495) 697-74-12, (495) 697-74-96, (495) 697-16-10	museum.ru/M1653	"finearts@artsmuseum.ru; avtonomova@artsmuseum.ru  "
120	Государственный музей изобразительного искусства им. А.С. Пушкина, Отдел Центр эстетического воспитания «Мусейон»	Колымажный пер. д.6	ЦАО	Хамовники		697-65-19, 697-74-96	697-65-19, 697-74-96	museyon.ru/	finearts@artsmuseum.ru;
121	Государственный музей изобразительного искусства им. А.С. Пушкина, Отдел Мемориальная квартира Святослава Рихтера	Ул. Большая Бронная, д.2/6	ЦАО	Пресненский		(495) 923-39-58	(495) 923-39-58	sviatoslav-richter.ru/department/	finearts@artsmuseum.ru
122	Всероссийское музейное объединение музыкальной культуры имени М. И. Глинки	ул. Фадеева, д.4	ЦАО	Тверской		8(495) 739 39 87 8(495) 739 62 26 доб. 116	8(495) 739 39 87 8(495) 739 62 26 доб. 116	www.glinka.museum	info@glinka.museum
123	Всероссийское музейное объединение музыкальной культуры имени М. И. Глинки, Филиал Музей «П.И. Чайковский в Москве»	Кудринская пл., д. 46/54	ЦАО	Пресненский		(495) 690-24-00, (495) 291-15-14	(495) 690-24-00, (495) 291-15-14	glinka.museum	info@glinka.museum
124	Всероссийское музейное объединение музыкальной культуры имени М. И. Глинки, Филиал «Музей–квартира А.Б. Гольденвейзера»	Тверская ул., д. 17, п. 8, кв. 110	ЦАО	Тверской		(495) 629-29-29	(495) 629-29-29	glinka.museum	info@glinka.museum
125	Всероссийское музейное объединение музыкальной культуры имени М. И. Глинки, Филиал Музей-квартира Н.С. Голованова	Брюсов пер., д.7, кв.10	ЦАО	Пресненский		(495) 629-70-83	(495) 629-70-83	glinka.museum	info@glinka.museum
126	Музей МХАТ, Филиал Дом-Музей К.С. Станиславского	Леонтьевский пер., д.6	ЦАО	Пресненский		(495) 629-24-42	(495) 629-24-42	museum.ru/M315	muzmxt@rambler.ru
127	Музей МХАТ, Филиал Музей-квартира В.И. Немировича-Данченко	Глинищевский пер., д.5/7, кв. 52	ЦАО	Тверской		(495) 650-53-91	(495) 650-53-91	museum.ru/M405	muzmxt@rambler.ru
128	Государственный центральный театральный музей им. А.А. Бахрушина	ул. Бахрушина, д.31/12	ЦАО	Замоскворечье		8(495)953 44 70	8(495)953 44 70	www.gctm.ru	" gctm@gctm.ru
129	Государственный центральный театральный музей им. А.А. Бахрушина, Филиал Дом-музей А.Н. Островского	ул. Малая Ордынка, д.9/12 стр.1	ЦАО	Замоскворечье		495) 953-12-45 8(495)953 86 84	(495) 953-12-45, 8(495)953 86 84	gctm.ru	gctm@gctm.ru
130	Государственный центральный театральный музей им. А.А. Бахрушина, Филиал Дом-музей М.С. Щепкина	ул. Щепкина, д.47	ЦАО	Мещанский		8(495)600-62-378(495)600-61-49	8 (495) 600-62-37 8 495) 600-61-49	museum.ru/M3131	gstm@mail.ru
131	Музей детской клинической больницы N 9 им. Г.Н.Сперанского	Шмитовский проезд, 29.	ЦАО	Пресненский		(495) 256-2162	(495) 256-2162	www.museum.ru/M1718	Нет
132	Центральный музей МВД России	Селезневская ул., 11	ЦАО	Тверской		(499) 978 06 59	(499) 978 06 59	www.museum.ru/M432	roerich@icr.su
133	Центральный дом художника	Крымский вал ул., д.10	ЦАО	Якиманка				www.cha.ru	cha@cha.ru
134	Общественный музей им. Н.К. Рериха Международного центра Рерихов	Москва, Малый Знаменский пер, д.3/5	ЦАО	Хамовники		(499) 271-34-17(499) 271-34-20		www.icr.su	roerich@icr.su
135	Народный музей истории Московского метрополитена,Управление моск. Метрополитена	Хамовнический Вал, 36	ЦАО	Хамовники		(495) 622-73-09, (495) 622-78-33	(495) 622-73-09, (495) 622-78-33	www.museum.ru/m375	cheri067@rambler.ru
136	Музей театра Российской армии	Суворовская пл., д.2	ЦАО	Мещанский		495-281-51-20 495-281-09-83	495-281-57-19	www.museum.ru/M1727	Нет
137	Музей Московской государственной академии легкой промышленности	ул. Садовническая, 33, МГАЛП	ЦАО	Замоскворечье		(495) 953-0297	(495) 953-0297	www.museum.ru/M1752	Mgalp.Msk@g23.relcom.ru
138	Музей истории медицины Московской медицинской академии им. И.М.Сеченова	ул. Б.Пироговская, д. 2-6, стр.3 ректорат ММА им. И.М.Сеченова	ЦАО	Хамовники		(499) 248-10-86	(499) 248-10-86	www.museum.ru/M1754	Нет
139	Музей Московского государственного технического университета им. Н.Э.Баумана	2-ая Бауманская ул., 5, стр.1	ЦАО	Басманный		(499) 263-6386, 499-263-63-91	499-267-48-44	www.bmstu.ru/mstu/about/museum	muzmgtu@rambler.ru, музеймгту@письмо.рф
140	Московский планетарий	Садовая-Кудринская, д.5, стр.1	ЦАО	Пресненский		(495) 221-76-90	(495) 221-76-90	www.planetarium-moscow.ru	info@planetarium-moscow.ru
141	Музей творчества и быта в ГУЛАГе при обществе "Мемориал"	Малый Каретный пер., 12	ЦАО	Тверской		495) 209-7883, (495) 299-6571	(495) 209-7883, (495) 299-6571	www.memo.ru/museum	"museum@memo.ru malihina@memo.ru "
142	Музей истории дважды ордена В.И.Ленина Московского Радиозавода "Темп"	ул. Бахрушина, д.1, стр.1	ЦАО	Замоскворечье		(495) 951-6371	(495) 951-6371	http://www.museum.ru/M1680	Нет
143	Музей-квартира Е.Ф.Гнесиной	Поварская ул., 30/36, в здании РАМ им.Гнесиных	ЦАО	Арбатский		495-290-45-05	495-290-45-05	www.museum.ru/M1145	gnesina_museum@mail.ru
144	Музей коневодства	Тимирязевская ул., д.44	САО	Тимирязевский		(495) 976-10-03	(495) 976-10-03	www.museum.ru/M362	webmaster@deol.ru
145	Почвенно-агрономический музей им. В.Р.Вильямса	Тимирязевская ул., 55	САО	Тимирязевский		495-976-16-19	499 976-02-80	www.museum.ru/M418	Нет
146	Центральный Дом авиации и космонавтики,Российская оборонная спортивно-техническая организация (РОСТО)	Ул.Красноармейская ул., 4.	САО	Аэропорт		(495) 612-5461, 613-4333, (495)-612-73-01	(495)614-84-04	www.museum.ru/m420	
147	Музей морского флота,Федеральное агентство морского и речного транспорта,	ул. Адмирала Макарова, 4	САО	Войковский		(495) 150-8494	(495) 150-8494	www.morflot.ru/index.php?news_id=928	Нет
148	Народный музей революционной, боевой и трудовой славы ОАО «Московский радиотехнический завод»	Ул.Верейская, д.29	ЗАО	Можайский		495) 557-02-41, (495) 557-02-41	(495) 443-71-40	www.mrtz.ru	"museum  info@mrtz.ru  "
149	Музей киноконцерна Мосфильм	Мосфильмовская ул., д. 1, корп.3. Фонды.	ЗАО	Раменки		8 (499) 143-95-99,143-91-51 (495) 745-28-90	8 (499) 143-95-99,143-91-51 (495) 745-28-90	www.museikino.ru	musei15@yandex.ru
150	Педагогический музей А.С.Макаренко, Московский департамент образования	Поклонная ул., 16	ЗАО	Дорогомилово		(495) 148-0835	(495) 148-0835	makarenko-museum.narod.ru/	Museum_mararenko@bk.ru
151	Мемориальный музей А.П.Виноградова	Косыгина ул., д.19	ЗАО	Раменки		(495) 939-7700	(495) 939-7700	www.museum.ru/M1635	vinogradov@geokhi.ru
152	Музей истории Преображенской больницы им.В.А.Гиляровского	Матросская тишина ул., д.20	ЗАО	Сокольники		(495) 268-0416	(495) 268-0416	www.museum.ru/M1712	Нет
153	Музей водки	Измайловское шоссе, вл.73Ж	ЗАО	Измайлово		(499) 166-50-97	(499) 166-50-97	www.vodkamuseum.ru	museumvodka@mail.ru
154	Галерея Вонга (KING's Gallery)	Большой Палашевский переулок, д. 10	ЦАО	Пресненский		(495) 518-96-87, 8 (916) 637-81-29	(495)518-96-87	www.gallerywong.com	Нет
155	Геологический музей им. профессора В.В. Ершова МГГУ	Ленинский просп., 6	ЗАО	Якиманка		(499)-237-86-18	(499)-237-86-18	ershov-geomuz.narod.ru	gme@hotbux.ru
156	Государственная коллекция уникальных музыкальных инструментов	М.Власьевский пер., 4	ЦАО	Хамовники		(495) 241-9675	(499) 241-9675	http://www.statecollection.rosizo.ru	Нет
157	Дом-музей В.Л.Пушкина	Старая Басманная ул., д.36	ЦАО			637-26-36			
158	Историко-демонстрационный зал Федеральной службы Безопасности РФ	ул. Большая Лубянка, 12.	ЦАО	Мещанский		(495) 224-1982	(495) 224-1982	Сайт в разработке	Нет
159	Кремль в Измайлово	Измайловское шоссе, д. 73Ж.	ВАО	Измайлово		499) 166-50-31	499) 166-50-31,  (499) 166-50-57	http://kremlin-izmailovo.com/	info@moscow-vernisage.com, pr@moscow-vernisage.com
160	Московский государственный университет природообустройства	ул. Прянишникова, д.19	САО	Тимирязевский		(495) 976-2962	(495) 976-1046	http://www.msuee.ru/	Нет
161	Музей "Булгаковский Дом"	ул. Большая Садовая, дом 10	ЦАО			(495) 970-06-19		www.dombulgakova.ru	
162	Музей «Бункер Сталина»ЗАО "ФОП "ИЗМАЙЛОВО",	Советская ул., д.80	ЦАО	Измайлово		(495) 166-99-70	(495) 166-74-22	http://www.cmaf.ru/branchs/bun/	mail@fop.su, sbunker@mail.ru
163	Музей «Великий почин» локомотивного депо «Москва-Сортировочная»,	Буракова ул., 8, депо Москва-Сортировочная	ВАО	Соколиная гора		(499) 171-72-71	(499) 171-72-71	www.museum.ru/m335	Нет
164	Музей «Радио и радиолюбительства» им. Э.Т. Кренкеля	ул. Берниковская набережная, д. 12.	ЦАО			(495) 915-0560			
165	Музей «Хлебное дело в Москве»	Ул. Николоямская, 62	ЦАО			181-96-12(495) 755-6769			
166	Музей-библиотека Н.Ф.Федорова	ул. Профсоюзная, 92	ЮЗАО	Коньково		495) 335-5722, 593-6205	(495) 335-5722, 593-6205	nffedorov.ru	muzejfedorova@yandex.ru
167	Государственный центральный музей современной истории России, Филиал Экспозиционно-мемориальный отдел «Подпольная типография 1905-1906гг.»	ул. Лесная, д. 55	ЦАО	Тверской		(499)250-30-74, (499)251-25-93, (499) 251-69-43	(499)250-30-74, (499)251-25-93, (499) 251-69-43	sovr.ru	sovrhistory@mtu-net.ru
168	Государственная Третьяковская галерея. Дом-музей В.М. Васнецова	пер. Васнецова , д.13	ЦАО	Мещанский		(495) 681-13-29	(495) 681-13-29	museum.ru/M310	tretyakov@tretyakov.ru
169	Государственный музей изобразительного искусства им. А.С. Пушкина, Филиал «Галерея искусства стран Европы и Америки 19-20 вв»	ул. Волхонка, д.14 стр.6	ЦАО	Хамовники		(495) 697-74-12, (495) 697-74-96, (495) 697-15-46	(495) 697-74-12, (495) 697-74-96, (495) 697-15-46	arts-museum.ru	finearts@artsmuseum.ru
170	Всероссийское музейное объединение музыкальной культуры имени М. И. Глинки, Филиал Мемориальная усадьба Ф.И. Шаляпина	Новинский б-р, д.25	ЦАО	Пресненский		(499) 605-62-36 (499) 255-63-99 (495) 605 62 36	(499) 605-62-36 (499) 255-63-99 (495) 605 62 36	glinka.museum	info@glinka.museum
171	Музей МХАТ	Камергерский пер., д.3 стр.2а	ЦАО	Тверской		(495) 692-51-87 (495) 629-20-87	(495) 692-51-87 (495) 629-20-87	museum.ru/M378	"marfa.bubnova@yandex.ru muzmxt@rambler.ru"
172	Государственный центральный театральный музей им. А.А. Бахрушина, Филиал «Дом-музей М.Н. Ермоловой»	Тверской б-р, д.11	ЦАО	Пресненский		8(495)690 54 16 8(495)690 02 15	8(495)690 54 16 8(495)690 02 15	museum.ru/M311	gstm@mail.ru
173	Государственный центральный театральный музей им. А.А. Бахрушина, Филиал Мемориальная музей-квартира В.Н. Плучека	Б. Бронная, д.2/6, кв. 47	ЦАО	Пресненский		(495) 697-70-83	(495) 697-70-83	gctm.ru	gctm@gctm.ru
174	Государственный центральный театральный музей им. А.А. Бахрушина, Филиал Мемориальный музей «Творческая мастерская театрального художника Д. Л. Боровского»	Б. Афанасьевский переулок, д. 3, стр. 4-6	ЦАО	Хамовники		8(495)691-40-19	8(495)691-40-19	gctm.ru	gctm@gctm.ru
175	Государственный Литературный музей, Филиал«Дом-музей Ф.М. Достоевского»	ул. Достоевского, д.2	СВАО	Марьина Роща		(495) 681-10-85	(495) 681-10-85	http://www.litmuz.ru	litmuz@orc.ru,litmuz@yandex.ru, nbondi@yandex.ru
176	Музей уникальных кукол	Покровка, 13, стр.2.	ЦАО			625-64-05,625-75-12			
177	Музей эволюции мозга при НИИ мозга РАМН	пер. Обуха, 5.	ЦАО			(495) 917-8007, 916-3986, 379-6340			
178	Музей индустриальной культуры	ул. Заречье, владение 3А	ЮВАО			(495) 372-2718			
179	Музей экслибриса Международного союза книголюбов	ул. Пушечная, 7/5 стр.4	ВАО			(495) 621-8221			
180	Музей экспериментального завода ОАО Авиационного научно-технического комплекса им. А.Н.Туполева	Дубининская ул., д.68	ЦАО			495) 235-2457 Владимир Георгиевич 465-98-31		www.tupolev.ru	
181	Музей ядерного приборостроения Научно-инженерного центра «СНИИП	Расплетина ул., 5				198-95-18			
182	Музей-квартира И.Д.Сытина	Тверская ул., 12, 2-й эт., кв.274	ЦАО			629-44-97			
183	Государственный Геологический музей им. В.И.Вернадского РАН	Моховая ул., д.11, стр.11	ЦАО	Тверской		(495)692-09-43	(495)692-09-43	www.sgm.ru	info@msk.sgm.ru
184	Мемориальный музей-мастерская С.Т.Коненкова (РАХ),	Тверская ул., 17.	ЦАО	Тверской		(495) 629-61-39, 629-44-72	(495) 629-61-39 629-44-72	www.rah.ru	Нет
185	Музей истории локомотивного депо станции "Москва" Октябрьской железной дороги, ведомств.	Комсомольская пл., 3/36.	ЦАО	Красносельский		(495) 264-76-93, (495) 262-95-56, (495) 262-7396	(495) 262-95-64	www.museum.ru/M1725	Нет
186	Объединение "Фотоцентр" Союза журналистов, Союз журналистов	Гоголевский бульвар, 8	ЦАО	Хамовники		495-690-69-96, 495 691-86-02, 495-691-86-02	495-691-56-85	www.foto-expo.ru	fotoexpo@yandex.ru
187	Федеральное государственное учреждение "Российский музей леса", Федеральная служба лесного хозяйства России	5-й Монетчиковский пер., д.4	ЦАО	Замоскворечье		(495) 959-15-22	495-959-15-17	www.museum.forest.ru	quercus@caravan.ru
188	Центральный пограничный музей ФСБ России	Яузский бульвар, 13	ЦАО	Таганский		(495) 917-31 04	(495) 917-31 05	www.ps.fsb.ru/history/museum.htm	cpm-1914@mail.ru
189	Бункер-42 на Таганке (Музей холодной войны)	Котельнический 5-й пер., д.11	ЦАО	Таганский		(495) 500-05-54	(495) 500-05-54	www.bunker42.com	museum@bunker42.com
190	Галерея «Гельман»	'4-й Сыромятнический переулок д.1/8, стр.8	ЦАО	Басманный		(495) 228-11-59	(495) 228-13-39	www.guelman.ru	"gallery@guelman.ru,  info.culturalalliance@gmail.com "
191	Музей «Кадашевская слобода» при храме Воскресения Христова в Кадашах	Кадашевский тупик, д.2, стр.6	ЦАО	Якиманка		(495) 953-13-19	(495) 953-13-19	www.kadashi.ru/nks_about.html	museum_ks@mail.ru
192	Музей «Огни Москвы»	Армянский пер., д.3/5, стр.1	ЦАО	Басманный		(495) 624-7374	(495) 624-7374	www.moscowlights.ru	moscowlights@mail.ru
193	Музей и общественный центр "Мир, прогресс, права человека" имени Андрея Сахарова	ул. Земляной вал, 57, стр. 6.	ЦАО	Таганский		(495) 623-44-01, 623-44-20	(495) 623-44-01, 623-44-20	www.sakharov-center.ru	secretary@sakharov-center.ru
194	Музей русской иконы	Гончарная ул., д.3, стр.1	ЦАО	Таганский		(495) 221-52-83	(495) 221-52-84	www.russikona.ru	russikons@yandex.ru
195	Музей спорта "Лужники", ОАО	Лужники д.24, стр.1	ЦАО	Хамовники		(495) 780-0808, экс.бюро (495) 637-0061495-780-67-67: 495-780-67-75	495-780-6768	Сайт в разработке	museum@luzhniki.ru
196	Фотогалерея им. братьев Люмьер	Болотная наб., д.3, стр.1 Фабрика «Красный Октябрь»	ЦАО	Якиманка		8(499)230-38-68	8(499)230-38-68	www.lumiere.ru	gallery@lumiere.ru
197	Центр современной культуры «ГАРАЖ»	Крымский вал ул., д.9, стр.45, Парк культуры им.Горького, пионерский пруд	ЦАО	Якиманка		(495)645-05-20(495)645-05-10	(495)645-05-11	www.garageccc.com	welcome@garageccc.com
198	Центр творческих индустрий (ЦТИ) «ПRОЕКТ_FАБRИКА»	Переведеновский пер., д.18	ЦАО	Басманный		(499) 265-3926	(499) 265-3926	www.proektfabrika.ru	space@proektfabrika.ru
199	Музей истории Тушинского машиностроительного завода, ведомств.	ул. Свободы, 35.	СЗАО	Южное Тушино		(495) 493-3047, (495) 221-52-36, (499)493-50-53	(495) 497-4825, (499) 497-53-51	www.museum.ru/M1678	recep@oao-tmz.ru
200	Мемориальный дом-музей академика И.В.Курчатова	Пл.Курчатова, д.1	СЗАО	Щукино		(499 ) 196-92-26	(499 ) 196-92-26	www.museum.ru/M1719	ra@kiae.ru
201	Музей истории Российского химико-технологического университета им. Д.И.Менделеева	ул.Героев панфиловцев, 20	СЗАО	Северное Тушино		(495) 495-40-63 доб.50-408-903-747-85-59	499-609-29-64	museum.ru/M1745	mendel@muctr.ru
202	Музей истории Московского государственного университета путей сообщения	Лазоревый пр-д, д.12	СВАО	Свиблово		(495) 684-29-90	(495) 684-29-90	www.museum.ru/M1749	museum@miit.ru
203	Главный Ботанический сад им.Н.В.Цицина РАН	Ул.Ботаническая, д.4	СВАО	Марфино		(495)977-91-45, 219-53-68, (495) 977-90-44, 977-80-27	(495)977-91-72	www.hortus.ru	lander@aha.ru
204	Музей занимательных наук "Экспериментаниум"	ул. Бутырская, 46/2	СВАО	Бутырский		(495) 789-36-58, (910) 476-50-82	(495) 789-36-58, (910) 476-50-82	www.experimentanium.ru	enjoy@experimentanium.ru
205	Музей трудовой и боевой славы второго часового завода (МАООТ "Слава")	Ленинградский просп., д.3 стр.7	САО	Беговой		(495) 257-0332, (495) 251-2937	(950) 257-1502, (499) 251-73-30	www.museum.ru/M1132	office@slava-moscow.ru
206	Музей декоративно-прикладного и промышленного искусства при МГХПУ им. С.Г. Строганова	Волоколамское шоссе, д. 9	САО	Сокол		(499) 158-15-68, 499-158-15-68	(499) 158-15-68, 499-158-15-68	www.museum.ru/m1187	stroganoff_museum@pochta.ru
207	Музей истории Московской сельскохозяйственной академии им. К.А.Тимирязева	ул. Тимирязевская, 45.	САО	Тимирязевский		499-976-20-50, 499-976-35-21, 499-976-14-80	499-976-04-28	www.museum.ru/M1742	info@timacad.ru
208	Музей истории коньяка, Моск. Коньячный завод	Ленинградское шоссе, д.67	САО	Левобережный		(495) 518-68-15 (499) 940-93-51	(495) 518-68-15 (499) 940-93-51	www.cognacmuseum.ru	Нет
209	Музей истории почты	Чистопрудный бул., 2, кв. 29	ЦАО	Басманный		923-82-41924-24-34	923-82-41, 924-24-34	www.museum.ru/M1705	infocom@mtu-net.ru
210	Музей истории развития "Мосэнерго"	Садовническая ул., 30.	ЦАО	Центральное Чертаново		(495) 957-4802, 957-2639	(495) 957-19-57	www.mosenergo-museum.ru	www.mosenergo-museum.ru
211	Музей книги Российской Государственной библиотеки	Воздвиженка ул., 3/5, 3-й подъезд, 4-й этаж.	ЦАО	Арбат		(495) 622-8672	(495) 622-8672	www.museum.ru/M361	Нет
212	Музей кочевой культуры	Авиамоторная, д. 30а	ЮВАО	Лефортово		8 (916) 504-29-39, (916) 513-31-48	8 (916) 504-29-39, (916) 513-31-48	www.nomadic.ru	bibolsh@narod.ru
213	Музей кукол "Кукольный дом"	ул. Варварка, д.14, стр.3	ЦАО			495) 698-1105			
214	Музей кулинарного искусства Московской ассоциации кулинаров	Б. Рогожский пер., д.17	ЦАО	Таганский		911-35-16911-35-03912-32-03	495-911-35-16, 911-35-03, 912-32-03	www.cookmuseum.ru	Нет
215	Музей матрешки	Леонтьевский пер., 7	ЦАО	Пресненский		291-87-18	8 (495) 691-75-56	www.fond-narprom.ru	Нет
216	Музей московской городской телефонной сети	Зорге ул., 27	САО	Сокол		(495) 198-0563	(495) 198-0563	www.museum.ru/M377	Нет
217	Музей Московской железной дороги	ул. Кожевническая, 2	ЦАО	Замоскворечье		(499) 266-01-53, (499) 623-39-12, (499) 266-34-34, (499) 623-39-78	(499) 266-01-53, (499) 623-39-12, (499) 266-34-34, (499) 623-39-78	moscowwalks.ru	Нет
218	Музей развития металлургии	Ленинградское ш., 18, в здании МИСИС (для спец.)	САО	Войковский		495-784-68-13	495-784-68-13	rusotpusk.ining.ru	Нет
219	Музей Российской Императорской фамилии	Измайловский бул., 30	ВАО	Измайлово		495-367-45-81	495-367-45-81	www.impermuseum.org	monarchcenter@narod.ru
220	Музей Сенкевича	ул. Селезневская, дом 11а, строение 3	ЦАО	Тверской		(495) 684-34-80, 681-51-50	(495) 684-34-80, 681-51-50	Сайт в разработке	Нет
221	Музей советских игровых автоматов	Бауманская улица, 11	Центральный АО	Басманный		8 (499) 261-11-47	8 (499) 261-11-47	www.15kop.ru/	0rub@15kop.ru
222	Музей театральных кукол	ул. Садово-Самотечная, 3	ЦАО	Тверской		(495) 289-55-53	(495) 699-79-72	www.puppet.ru	gactk@mail.ru
223	Музей-квартира Н.С.Голованова	Брюсов пер., 7	ЦАО			229-70-83			
224	Музей-квартира отца Павла Флоренского	Ул.Бурденко, д.16/12				246-54-90			
225	Научно-исследовательский институт и музей антропологии им. Д.Н.Анучина Московского государственного университета им. М.В.Ломоносова	Моховая ул., 11.	ЦАО			(495) 203-5067			
226	Павильон-музей В.И.Ленина с паровозом У-127, (траурный поезд)	Павелецкая пл., 1А	ЦАО			235-28-98			
227	С.АРТ галерея	Земляной вал, дом 14/16, стр.1	ЦАО				495) 916-0366, (495) 917-5454		
228	Археологический центр в Старом гостином дворе	ул. Ильинка, дом 4	ЦАО						
229	Театральная галерея на Малой Ордынке	улица Малая Ордынка д.9/12, стр.1	ЦАО				(495) 953-12-45		
230	Центральный дом архитектора	Гранатный пер., д. 7, стр. 1	ЦАО				(495) 691-49-76, (495) 690-27-50	www.domarch.info	
231	Центральный музей ФСБ России	Б.Лубянка, 12	ЦАО				914-85-38		
232	Центральный музей Федеральной таможенной службы России	Комсомольская пл., 1А, стр.1	ЦАО				265-98-94 265-98-81		
233	Центральный музей Вооруженных сил	ул. Советской Армии, д. 2,	ЦАО				(495) 681-48-77 спр. (495) 681-18-80	www.cmaf.ru	
234	Государственный музей животноводства им. академика Е.Ф.Лискуна Московской сельскохозяйственной академии им. К.А.Тимирязева (мин.сельского хоз-ва),	ул. Тимирязевская, 48	САО			(495) 976-3870			
235	Музей "Другое искусство"	Миусская площадь, д.6.	САО				(495) 250-6193, 250-6908		
