№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
163	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2251	105043, г. Москва, улица Первомайская, д. 73	Бюджетное	Дошкольное образовательное учреждение	Детский сад	465-28-11	http://www.ds2251.mskobr.ru
164	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2354	111524,Москва, ул.Мастеровая, д.13 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	309-45-66	http://www.ds2354.mskobr.ru
165	Государственное бюджетное образовательное учреждение города Москвы детский сад №2442	107065,г.Москва,ул. Камчатская,дом 23	Бюджетное	Дошкольное образовательное учреждение	Детский сад	469-93-12	http://www.ds2442.mskobr.ru
166	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2519	105568, г Москва, ул. Челябинская, д. 5а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	307-12-30	http://www.ds2519.mskobr.ru
167	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2676	107065, г. Москва, ул. Алтайская, д. 13А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)780-13-05,(499) 780 - 13 - 05	-
168	Государственное бюджетное образовательное учреждение города Москвы детский сад № 251	121552 г.Москва, Рублевское шоссе, д. 95, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	141-50-01	http://ds251.mskzapad.ru
169	Государственное бюджетное образовательное учреждение города Москвы детский сад № 786	121165, г.Москва, Кутузовский проспект, д. 30	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 249-37-56	http://ds786.mskzapad.ru
170	Государственное бюджетное образовательное учреждение города Москвы детский сад № 861	124575, Москва, Зеленоград, корп. 907 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	531-72-82	http://dsz861.mskobr.ru
171	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1817	124617,  Москва, Зеленоград, корп. 1411	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 737-38-22	http://dsz1817.mskobr.ru
172	Государственное бюджетное образовательное учреждение города Москвы детский сад № 15	129337, город Москва, Ярославское шоссе, дом 8, корпус 4.	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 183-27-29; (499) 182-23-49	http://www.ds15.mskobr.ru
173	Государственное бюджетное образовательное учреждение города Москвы детский сад № 124	129164, г.Москва, Ракетный бульвар, д.14	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 683-51-72	http://www.ds124.mskobr.ru
174	Государственное бюджетное образовательное учреждение города Москвы детский сад № 261	127224, город Москва, улица  Широкая, дом 24 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	479-15-18	http://www.ds261.mskobr.ru
175	Государственное бюджетное образовательное учреждение города Москвы детский сад № 188	129323 г.Москва, Снежная улица, дом 9, строение 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 180-04-42	http://www.ds471.mskobr.ru
176	Государственное бюджетное образовательное учреждение города Москвы детский сад № 586 "Обыкновенное чудо"	123585, г. Москва, ул. Генерала Глаголева, д. 28, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 947-06-80	
177	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1045	127543, город Москва, улица Корнейчука, дом 50а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	405-87-01	http://www.ds1045.mskobr.ru
178	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1057	127490 город Москва, улица Мусоргского, дом 3 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)203-53-46,(499) 203-53-46	-
179	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1470	121353, г.Москва, ул. Ивана Франко, д. 40, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	417-33-15	http://www.ds1470.mskobr.ru
180	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2304	125310, г. Москва, пер. Ангелов, д. 2, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 751-51-00; (495) 753-84-68	http://www.ds2304.mskobr.ru
181	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1282	127642 город Москва, проезд Дежнева, дом 15, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	186-51-47	http://ds1282.mskobr.ru
182	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1745	127322, город Москва, улица Фонвизина, дом 17, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	610-07-22	http://www.ds1745.mskobr.ru
183	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1980	129128, город Москва, улица Малахитовая, дом12, корпус1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 181-54-94	http://www.ds1980.mskobr.ru
184	Государственное бюджетное образовательное учреждение города Москвы детский сад № 27	125493, г. Москва, улица Авангардная, дом 4А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	452-54-71	http://ds2044.mskobr.ru
185	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2152	127543, город Москва, улица Корнейчука, дом 58 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 205-87-11	http://www.ds2152.mskobr.ru
186	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2153	127560, город Москва, улица Коненкова, дом 19 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 206-95-11	http://www.ds2153.mskobr.ru
187	Государственное бюджетное образовательное учреждение города Москвы детский сад № 67	125167, г. Москва, улица Острякова, дом 6	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 157-35-92; (499) 157-77-65	http://ds67.dsmos.ru/
188	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2389	129345, город Москва, Тайнинская улица, дом 15, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 185-16-01	http://ds2389.mskobr.ru
189	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2656	127495, город Москва, Челобитьевское шоссе, дом 8	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 761-06-02; (499) 761-05-75	http://www.ds2656.mskobr.ru
190	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2702	127495, город Москва, Дмитровское шоссе, дом 165Е, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 661-50-26; (495) 661-50-28	http://www.ds2702.mskobr.ru
191	Государственное бюджетное образовательное учреждение города Москвы детский сад № 405	125445, г. Москва, Валдайский проезд, дом 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	457-73-21	http://souo-mos.ru/
192	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1700	119619, г.Москва, ул.Авиаторов, д. 10, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 934-12-96	http://www.ds1700new.mskzapad.ru
193	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1736	119634, г.Москва, ул. Шолохова, д. 6, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	733-54-54	http://www.ds1736.mszapad.ru
194	Государственное бюджетное образовательное учреждение города Москвы детский сад № 893	125581, г. Москва, Фестивальная улица, дом 16А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	454-35-66	http://souo-mos.ru/
195	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2742	125008,г. Москва, улица Михалковская, дом 20 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 154-14-01	http://souo-mos.ru/
196	Государственное бюджетное образовательное учреждение города Москвы детский сад № 439	127540, г. Москва, улица Дубнинская, дом 14, корпус 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад	481-61-00	http://ds1262.mskobr.ru
197	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1514	125130, г. Москва, ул.3-й Новоподмосковный пер., д.8А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 150-00-64	
198	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1556	125565, г. Москва, Конаковский проезд,  12 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	452-16-24	http://souo-mos.ru
199	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1611	125635, г. Москва, улица Талдомская, дом 2Е	Бюджетное	Дошкольное образовательное учреждение	Детский сад	906-82-44	http://ds1611.mskobr.ru
200	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1727	125284, г. Москва, улица Поликарпова, дом 6	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 945-23-17	http://www.sad1727.mirastem.ru/
201	Государственное бюджетное образовательное учреждение города Москвы детский сад № 771	123308, г. Москва, Хорошевское шоссе, дом 43 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	195-10-83	dss771mskobr.ru http://www.ds1779.uvuo.ru
202	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2588	117042, г.Москва, ул. Южнобутовская, д. 35	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)793-15-36,(499) 793-15-36	http://www.ds2588.ru/
203	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2677	105037, Москва, ул. Первомайская, д.17 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 165-41-36	http://dsv2677.mskobr.ru/
204	Государственное бюджетное образовательное учреждение города Москвы детский сад № 823	125130, город Москва, улица Зои и Александра Космодемьянских,дом 35А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)231-71-05	
205	Государственное бюджетное образовательное учреждение города Москвы детский сад № 767	117342, г. Москва, улица Островитянова, дом 45 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	336-39-22	http://ds767.ucoz.ru/
206	Государственное бюджетное образовательное учреждение города Москвы детский сад № 768	117452, г. Москва, ул. Азовская, дом 27	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 619-66-47	http://www.detsad768.ru
207	Государственное бюджетное образовательное учреждение города Москвы детский сад № 975	117465, г.Москва, улица Теплый Стан, дом 5А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	338-49-66	http://detsad975.ru/
208	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1210	117261, г.Москва, ул. Генерала Тюленева, дом 25, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	339-88-44	http://www.sad1210.ru
209	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1249	117588, г.Москва, Новоясеневский проспект, дом 15, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	425-95-77	http://detsad1249.mosuzedu.ru
210	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1425	117593, г. Москва, Литовский бульвар, дом 15, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	426-33-22	http://1425.emo.su
211	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1783	117186, г.Москва, Нагорная улица, дом 32, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	127-04-21	http://ds1783.ru
212	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1984	117463, Москва, Новоясеневский проспект, дом 32, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	422-16-66	http://ds1984.ru
213	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2018	117461, г.Москва, улица Каховка, дом 23, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	122-40-24	http://www.gou2018.ru
214	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2020	117303, г. Москва, улица Болотниковская, дом 27	Бюджетное	Дошкольное образовательное учреждение	Детский сад	310-83-42	http://detsad2020.mosuzedu.ru/
215	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2435	117628, г.Москва, ул. Грина, дом 36, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	714-96-13	
216	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2456	117041, г. Москва, ул. Адмирала Лазарева, дом 40, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	714-26-66	http://цветочнаяполяна.рф
217	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2477	117513, г. Москва, улица Академика Бакулева, дом 8, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495)438-28-11,(495) 438-28-11	http://DS2477.ru
218	Государственное бюджетное образовательное учреждение города Москвы детский сад №2480	117452, г. Москва, улица Азовская, дом 24, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	319-95-63	http://detskiysad2480.narod.ru
219	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2557	117186, город Москва, улица Нагорная, дом 37, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 121-04-44	http://www.detsad2557.ru
220	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2681	117624, г.Москва, ул.Изюмская, д.55	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)793-90-54,(499) 793-90-54	http://detsad2681.ru
221	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2687	117148, город Москва, улица Маршала Савицкого, дом 22, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 232-14-45	http://gou2687.ru/
222	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2688	117303, г.Москва, ул. Керченская, дом 9, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495)318-64-65,(495) 318-64-65	http://www.ds2688.ru
223	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2163	109369, г. Москва Люблинская улица, д. 106	Бюджетное	Дошкольное образовательное учреждение	Детский сад	349-20-00	http://www.ds2163.uvuo.ru
224	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2210	109044, Москва, Сосинская ул., д.4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 676-03-37; (495) 676-98-87	http://www.ds2210.uvou.ru
225	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2221	109145, г. Москва, Хвалынский бульвар, дом 4, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 705-62-00; (495) 705-03-18; (499) 746-11-36	http://detsad2221.ru
226	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2306	117624, г. Москва, ул. Скобелевская, дом 16	Бюджетное	Дошкольное образовательное учреждение	Детский сад	716-95-36	http://ds2306.ru
227	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2432	117041, г. Москва, ул. Адмирала Лазарева, д. 68, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	714-20-18	http://www.gou2432.ru/
228	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2434	117041, г.Москва, улица Бунинская аллея, дом 2, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	714-74-81	http://dou2434.ou.mosuzedu.ru
229	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2451	117198, город Москва, улица Саморы Машела, дом 6 корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	735-15-50	http://ds2451.ru
230	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2453	117628, г. Москва, ул. Грина, дом 30, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	711-01-05	http://ds2453.ru
231	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2462	117042, г.Москва, ул.Горчакова, дом 7, корп.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	715-39-45	http://sad2462.mirastem.ru
232	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2463	117041, г. Москва, ул. Адмирала Руднева, дом 12, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	714-21-00	http://2463.ucoz.ru
233	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2587	117623, г. Москва, улица Старонародная, дом 2, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 712-53-72,(499) 712-53-72	http://www.ds2587.ru
234	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2620	117218, г. Москва, ул. Кедрова, дом 22, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 718-99-29,(495) 718-33-39,(495)718-99-39	http://gou2620.ru
235	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2623	117042, г.Москва, ул. Бартеневская, дом 29	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)793-19-54,(499) 793-19-54	http://dou2623.ru
236	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2684	117148, г.Москва, ул. Захарьинские дворики, д. 3, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)232-23-54,(499) 232-23-54	http://детсад2684.рф
237	Государственное бюджетное образовательное учреждение города Москвы детский сад № 933	111531, г. Москва, шоссе Энтузиастов, д. 96 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	300-11-03	http://www.ds933.mskobr.ru
238	Государственное бюджетное образовательное учреждение города Москвы детский сад № 59	127018 город Москва, Лазаревский переулок, дом 8	Бюджетное	Дошкольное образовательное учреждение	Детский сад	689-21-54	http://www.ds59.mskobr.ru
239	Государственное бюджетное образовательное учреждение города Москвы детский сад № 209	123154, г. Москва, ул. Генерала Глаголева, д. 22, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 192-48-89	http://www.ds209.mskobr.ru
240	Государственное бюджетное образовательное учреждение города Москвы детский сад № 392	127427, город Москва, улица Ботаническая, дом 5А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	610-27-10	http://www.ds392.mskobr.ru
241	Государственное бюджетное образовательное учреждение города Москвы детский сад № 473	129515, г. Москва, ул. 3-я Новоостанкинская, д. 7	Бюджетное	Дошкольное образовательное учреждение	Детский сад	602-41-12	http://www.ds473.mskobr.ru
242	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1412	119602, г.Москва, ул. Академика Анохина, д . 28, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	437-72-34	http://ds1412.mskzapad.ru
243	Государственное бюджетное образовательное учреждение города Москвы детский сад № 665	127282 город Москва, Студеный проезд, дом 10Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 479-62-26; (499) 479-88-76	http://www.ds665.mskobr.ru
244	Государственное бюджетное образовательное учреждение города Москвы детский сад № 720	129336 город Москва, Анадырский проезд, дом 59	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 474-21-00; (495) 474-21-63	http://www.ds720.mskobr.ru
245	Государственное бюджетное образовательное учреждение города Москвы детский сад № 783	129337 г.Москва, ул. Палехская, дом 16, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	188-41-98	http://www.ds783.mskobr.ru
246	Государственное бюджетное образовательное учреждение города Москвы детский сад № 291	129337 г. Москва, улица Палехская, дом 16, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 183-74-01; (499) 183-12-37; (499) 188-13-30	http://www.ds846.mskobr.ru
247	Государственное бюджетное образовательное учреждение города Москвы детский сад № 924	129337, город Москва, улица Палехская, дом 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	188-42-51	http://www.ds924.mskobr.ru
248	Государственное бюджетное образовательное учреждение города Москвы детский сад № 928	127410, город Москва, проезд Черского, д. 27А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 481-61-47	http://www.ds928.mskobr.ru
249	Государственное бюджетное образовательное учреждение города Москвы детский сад № 962	129337 г. Москва, ул. Федоскинская, д. 3 корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 182-14-74; (499) 182-14-92	http://www.ds962.mskobr.ru
250	Государственное бюджетное образовательное учреждение города Москвы детский сад № 727 "Непоседы"	125363, г. Москва, ул. Нелидовская, д. 10, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 729-55-60; (499) 740-70-98	http://www.ds1739szao.mskobr.ru
251	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1055	127566, город Москва, улица Бестужевых, дом 6-А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 204-40-90; (499) 204-82-88	http://www.ds1055.mskobr.ru
252	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1113	127549, город Москва, улица Пришвина, дом 13А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	406-04-47	http://www.ds1113.mskobr.ru
253	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1128	127490, город Москва, улица Пестеля, д.2Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	404-84-46	http://www.ds1128.mskobr.ru
254	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1159	129626, город Москва, улица Староалексеевская, дом 12	Бюджетное	Дошкольное образовательное учреждение	Детский сад	687-51-17	http://www.ds1159.mskobr.ru
255	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1222	127081 город Москва, Проезд Ясный, д.5 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 473-93-30; (499) 473-91-22	http://www.ds1222.mskobr.ru
256	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1530	127018, город Москва, улица Советской Армии, 7 б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 631-35-81	http://www.ds1530.mskobr.ru
257	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1684	129281, город Москва, улица Изумрудная, дом 11, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 184-50-33	http://www.ds1684.mskobr.ru
258	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1849	127282, г.Москва, улица Тихомирова, дом 8	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 476-25-18	http://www.ds1849.mskobr.ru
259	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1870	129327, город Москва, улица Ленская, дом 26, корус2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 186-78-15	http://www.ds1870.mskobr.ru
260	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1928	127221, город Москва, улица Молодцова, дом 5, строение 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 477-03-22; (495) 477-32-27	http://www.ds1928.mskobr.ru
261	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2139	129075 город Москва, улица 2-ая Новоостанкинская, дом 10А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	616-80-10	http://www.ds2139.mskobr.ru
262	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1566	121609, г.Москва, ул. Крылатские холмы, д. 19	Бюджетное	Дошкольное образовательное учреждение	Детский сад	412-94-14	http://www.ds1566.mskzapad.ru
263	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2140	129164, город Москва, улица Маломосковская, дом 7, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 683-11-72	http://ds2140.mskobr.ru
264	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2146	127427, г.Москва, ул.Академика Королева,  дом 30А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	618-13-14	http://www.ds2146.mskobr.ru
265	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2147	127642, город Москва, проезд Шокальского, дом 34А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 479-37-91	http://www.ds2147.mskobr.ru
266	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2148	127566, г.Москва, ул.Бестужевых, дом 12 Д	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 203-34-66; (499) 745-28-70	http://www.ds2148.mskobr.ru
267	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2149	127322, город Москва, улица Яблочкова, дом 29, корпус 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 610-03-28	http://www.ds2149.mskobr.ru
268	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2254	129344, город Москва, улица Верхоянская, дом 14	Бюджетное	Дошкольное образовательное учреждение	Детский сад	180-32-16	http://www.ds2254.mskobr.ru
269	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2256	129085, город Москва, улица Бочкова, дом 5, корпус 1.	Бюджетное	Дошкольное образовательное учреждение	Детский сад	615-39-60	http://www.ds2256.mskobr.ru
270	Государственное бюджетное образовательное учреждение города Москвы Детский сад № 90	125252, г. Москва, Песчаный перелок, дом 4А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	198-71-49	http://dskv90.mskobr.ru
271	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2625	117148, г.Москва, ул. Брусилова, д. 13, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 232-10-76,(499) 232-09-81	http://2625.ucoz.ru
272	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2730	125057, Лениградский проспект, д. 75Д	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 198-12-90; (499) 198-00-16; (499) 198-15-61	
273	Государственное бюджетное образовательное учреждение города Москвы детский сад № 798	119517, г.Москва, ул. Нежинская, д. 17, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 441-90-77; (495) 441-95-75	http://ds798.mskzapad.ru
274	Государственное бюджетное образовательное учреждение города Москвы детский сад № 803	121354, г.Москва, Можайское шоссе, д. 38, корп. 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 446-06-68	http://ds803.mskzapad.ru
275	Государственное бюджетное образовательное учреждение города Москвы детский сад № 805	119285 г.Москва, 2-й Мосфильмовский переулок, д. 22-А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 143-84-07; (499) 143-02-86	http://ds805.mskzapad.ru
276	Государственное бюджетное образовательное учреждение города Москвы детский сад № 404	124482, г.Москва, Зеленоград, корп. 312	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 734-60-77; (499) 734-24-05	http://d404zouo.ru
